date,price,color
2022-05-25,6.988185760024194e-05,blue
2022-05-26,7.139843552668837e-05,blue
2022-05-27,7.294011526193871e-05,blue
2022-05-28,7.450718429074755e-05,blue
2022-05-29,7.60999319391159e-05,blue
2022-05-30,7.771864937688079e-05,blue
2022-05-31,7.936362962029682e-05,blue
2022-06-01,8.103516753460582e-05,blue
2022-06-02,8.27335598366015e-05,blue
2022-06-03,8.445910509718276e-05,blue
2022-06-04,8.621210374389789e-05,blue
2022-06-05,8.799285806348094e-05,blue
2022-06-06,8.98016722043798e-05,blue
2022-06-07,9.163885217927275e-05,blue
2022-06-08,9.35047058675814e-05,blue
2022-06-09,9.53995430179695e-05,blue
2022-06-10,9.732367525083856e-05,blue
2022-06-11,9.927741606081107e-05,blue
2022-06-12,0.00010126108081920675,blue
2022-06-13,0.00010327498677651181,blue
2022-06-14,0.0001053194530648385,blue
2022-06-15,0.00010739480070037694,blue
2022-06-16,0.00010950135258583808,blue
2022-06-17,0.00011163943351289285,blue
2022-06-18,0.00011380937016459617,blue
2022-06-19,0.0001160114911178077,blue
2022-06-20,0.00011824612684560758,blue
2022-06-21,0.00012051360971969714,blue
2022-06-22,0.00012281427401279678,blue
2022-06-23,0.00012514845590103662,blue
2022-06-24,0.0001275164934663365,blue
2022-06-25,0.0001299187266987808,blue
2022-06-26,0.0001323554974989852,blue
2022-06-27,0.00013482714968045693,blue
2022-06-28,0.00013733402897194425,blue
2022-06-29,0.00013987648301978407,blue
2022-06-30,0.00014245486139023649,blue
2022-07-01,0.00014506951557181867,blue
2022-07-02,0.00014772079897762348,blue
2022-07-03,0.00015040906694764006,blue
2022-07-04,0.00015313467675106063,blue
2022-07-05,0.0001558979875885815,blue
2022-07-06,0.000158699360594701,blue
2022-07-07,0.00016153915884000605,blue
2022-07-08,0.0001644177473334522,blue
2022-07-09,0.00016733549302464266,blue
2022-07-10,0.00017029276480609208,blue
2022-07-11,0.00017328993351548922,blue
2022-07-12,0.00017632737193795303,blue
2022-07-13,0.00017940545480827792,blue
2022-07-14,0.00018252455881317644,blue
2022-07-15,0.00018568506259351733,blue
2022-07-16,0.00018888734674654854,blue
2022-07-17,0.00019213179382812501,blue
2022-07-18,0.00019541878835491915,blue
2022-07-19,0.00019874871680663375,blue
2022-07-20,0.00020212196762820425,blue
2022-07-21,0.00020553893123199783,blue
2022-07-22,0.0002090000000000001,blue
2022-07-23,0.00021250556828600174,blue
2022-07-24,0.00021605603241777767,blue
2022-07-25,0.00021965179069926105,blue
2022-07-26,0.0002232932434127041,blue
2022-07-27,0.00022698079282084302,blue
2022-07-28,0.0002307148431690547,blue
2022-07-29,0.00023449580068749798,blue
2022-07-30,0.00023832407359326328,blue
2022-07-31,0.0002422000720925061,blue
2022-08-01,0.000246124208382579,blue
2022-08-02,0.00025009689665415517,blue
2022-08-03,0.00025411855309335357,blue
2022-08-04,0.0002581895958838441,blue
2022-08-05,0.0002623104452089639,blue
2022-08-06,0.000266481523253817,blue
2022-08-07,0.00027070325420736806,blue
2022-08-08,0.0002749760642645425,blue
2022-08-09,0.0002793003816283025,blue
2022-08-10,0.0002836766365117329,blue
2022-08-11,0.0002881052611401204,blue
2022-08-12,0.00029258668975301263,blue
2022-08-13,0.0002971213586062931,blue
2022-08-14,0.0003017097059742333,blue
2022-08-15,0.0003063521721515497,blue
2022-08-16,0.00031104919945545295,blue
2022-08-17,0.00031580123222768673,blue
2022-08-18,0.0003206087168365699,blue
2022-08-19,0.0003254721016790306,blue
2022-08-20,0.00033039183718262653,blue
2022-08-21,0.00033536837580758016,blue
2022-08-22,0.0003404021720487802,blue
2022-08-23,0.000345493682437807,blue
2022-08-24,0.0003506433655449365,blue
2022-08-25,0.0003558516819811405,blue
2022-08-26,0.0003611190944000841,blue
2022-08-27,0.00036644606750012293,blue
2022-08-28,0.0003718330680262827,blue
2022-08-29,0.0003772805647722545,blue
2022-08-30,0.0003827890285823545,blue
2022-08-31,0.00038835893235351817,blue
2022-09-01,0.0003939907510372524,blue
2022-09-02,0.0003996849616416057,blue
2022-09-03,0.00040544204323312595,blue
2022-09-04,0.00041126247693881675,blue
2022-09-05,0.0004171467459480853,blue
2022-09-06,0.0004230953355146825,blue
2022-09-07,0.00042910873295865334,blue
2022-09-08,0.00043518742766826324,blue
2022-09-09,0.00044133191110193207,blue
2022-09-10,0.00044754267679016335,blue
2022-09-11,0.00045382022033746487,blue
2022-09-12,0.00046016503942426145,blue
2022-09-13,0.0004665776338088138,blue
2022-09-14,0.00047305850532912495,blue
2022-09-15,0.0004796081579048485,blue
2022-09-16,0.0004862270975391743,blue
2022-09-17,0.0004929158323207434,blue
2022-09-18,0.000499674872425526,blue
2022-09-19,0.0005065047301187109,blue
2022-09-20,0.000513405919756589,blue
2022-09-21,0.0005203789577884333,blue
2022-09-22,0.0005274243627583639,blue
2022-09-23,0.0005345426553072314,blue
2022-09-24,0.0005417343581744735,blue
2022-09-25,0.000548999996199973,blue
2022-09-26,0.0005563400963259229,blue
2022-09-27,0.0005637551875986771,blue
2022-09-28,0.0005712458011705989,blue
2022-09-29,0.0005788124703018978,blue
2022-09-30,0.0005864557303624876,blue
2022-10-01,0.0005941761188338015,blue
2022-10-02,0.0006019741753106438,blue
2022-10-03,0.0006098504415030068,blue
2022-10-04,0.0006178054612379027,blue
2022-10-05,0.0006258397804611713,blue
2022-10-06,0.0006339539472393173,blue
2022-10-07,0.0006421485117613009,blue
2022-10-08,0.0006504240263403597,blue
2022-10-09,0.0006587810454158174,blue
2022-10-10,0.0006672201255548674,blue
2022-10-11,0.0006757418254543877,blue
2022-10-12,0.0006843467059427268,blue
2022-10-13,0.0006930353299814934,blue
2022-10-14,0.0007018082626673342,blue
2022-10-15,0.0007106660712337367,blue
2022-10-16,0.0007196093250527866,blue
2022-10-17,0.0007286385956369555,blue
2022-10-18,0.0007377544566408643,blue
2022-10-19,0.0007469574838630458,blue
2022-10-20,0.0007562482552477196,blue
2022-10-21,0.0007656273508865557,blue
2022-10-22,0.0007750953530204084,blue
2022-10-23,0.0007846528460410888,blue
2022-10-24,0.0007943004164931054,blue
2022-10-25,0.0008040386530754126,blue
2022-10-26,0.0008138681466431487,blue
2022-10-27,0.0008237894902093778,blue
2022-10-28,0.0008338032789468182,blue
2022-10-29,0.0008439101101895834,blue
2022-10-30,0.0008541105834349015,blue
2022-10-31,0.0008644053003448453,blue
2022-11-01,0.0008747948647480432,blue
2022-11-02,0.0008852798826414106,blue
2022-11-03,0.0008958609621918441,blue
2022-11-04,0.00090653871373796,blue
2022-11-05,0.0009173137497917648,blue
2022-11-06,0.0009281866850404039,blue
2022-11-07,0.0009391581363478097,blue
2022-11-08,0.0009502287227564436,blue
2022-11-09,0.0009613990654889676,blue
2022-11-10,0.0009726697879499309,blue
2022-11-11,0.0009840415157274704,blue
2022-11-12,0.0009955148765949853,blue
2022-11-13,0.0010070905005128213,blue
2022-11-14,0.0010187690196299419,blue
2022-11-15,0.0010305510682856191,blue
2022-11-16,0.0010424372830110677,blue
2022-11-17,0.001054428302531157,blue
2022-11-18,0.0010665247677660538,blue
2022-11-19,0.001078727321832863,blue
2022-11-20,0.0010910366100473268,blue
2022-11-21,0.0011034532799254508,blue
2022-11-22,0.0011159779811851594,blue
2022-11-23,0.0011286113657479572,blue
2022-11-24,0.0011413540877405581,blue
2022-11-25,0.0011542068034965317,blue
2022-11-26,0.001167170171557951,blue
2022-11-27,0.0011802448526770195,blue
2022-11-28,0.0011934315098177078,blue
2022-11-29,0.001206730808157378,blue
2022-11-30,0.0012201434150884204,blue
2022-12-01,0.0012336700002198628,blue
2022-12-02,0.0012473112353790204,blue
2022-12-03,0.0012610677946130744,blue
2022-12-04,0.0012749403541907052,blue
2022-12-05,0.0012889295926037205,blue
2022-12-06,0.001303036190568631,blue
2022-12-07,0.0013172608310282915,blue
2022-12-08,0.0013316041991534725,blue
2022-12-09,0.0013460669823444854,blue
2022-12-10,0.0013606498702327559,blue
2022-12-11,0.0013753535546824432,blue
2022-12-12,0.001390178729792008,blue
2022-12-13,0.0014051260918958295,blue
2022-12-14,0.0014201963395657582,blue
2022-12-15,0.0014353901736127179,blue
2022-12-16,0.0014507082970882945,blue
2022-12-17,0.0014661514152862812,blue
2022-12-18,0.001481720235744293,blue
2022-12-19,0.0014974154682453012,blue
2022-12-20,0.0015132378248192441,blue
2022-12-21,0.0015291880197445384,blue
2022-12-22,0.001545266769549691,blue
2022-12-23,0.0015614747930148337,blue
2022-12-24,0.0015778128111733152,blue
2022-12-25,0.001594281547313187,blue
2022-12-26,0.0016108817269788207,blue
2022-12-27,0.0016276140779724418,blue
2022-12-28,0.0016444793303556737,blue
2022-12-29,0.0016614782164510594,blue
2022-12-30,0.0016786114708436345,blue
2022-12-31,0.001695879830382456,blue
2023-01-01,0.0017132840341821504,blue
2023-01-02,0.001730824823624399,blue
2023-01-03,0.0017485029423595462,blue
2023-01-04,0.0017663191363080546,blue
2023-01-05,0.001784274153662087,blue
2023-01-06,0.0018023687448869908,blue
2023-01-07,0.0018206036627228432,blue
2023-01-08,0.0018389796621859488,blue
2023-01-09,0.001857497500570377,blue
2023-01-10,0.0018761579374494668,blue
2023-01-11,0.0018949617346773263,blue
2023-01-12,0.0019139096563903614,blue
2023-01-13,0.0019330024690087549,blue
2023-01-14,0.0019522409412379982,blue
2023-01-15,0.0019716258440703677,blue
2023-01-16,0.001991157950786445,blue
2023-01-17,0.0020108380369565884,blue
2023-01-18,0.0020306668804424455,blue
2023-01-19,0.002050645261398449,blue
2023-01-20,0.0020707739622732625,blue
2023-01-21,0.00209105376781132,blue
2023-01-22,0.002111485465054285,blue
2023-01-23,0.002132069843342516,blue
2023-01-24,0.002152807694316587,blue
2023-01-25,0.0021736998119187105,blue
2023-01-26,0.0021947469923942614,blue
2023-01-27,0.0022159500342932115,blue
2023-01-28,0.0022373097384716044,blue
2023-01-29,0.0022588269080930537,blue
2023-01-30,0.0022805023486301775,blue
2023-01-31,0.002302336867866044,blue
2023-02-01,0.0023243312758956906,blue
2023-02-02,0.0023464863851275068,blue
2023-02-03,0.002368803010284755,blue
2023-02-04,0.002391281968406969,blue
2023-02-05,0.0024139240788514536,blue
2023-02-06,0.0024367301632947105,blue
2023-02-07,0.0024597010457338515,blue
2023-02-08,0.0024828375524881025,blue
2023-02-09,0.0025061405122001985,blue
2023-02-10,0.002529610755837849,blue
2023-02-11,0.00255324911669516,blue
2023-02-12,0.002577056430394068,blue
2023-02-13,0.0026010335348857997,blue
2023-02-14,0.0026251812704522455,blue
2023-02-15,0.0026495004797074465,blue
2023-02-16,0.002673992007598987,blue
2023-02-17,0.002698656701409436,blue
2023-02-18,0.002723495410757721,blue
2023-02-19,0.002748508987600627,blue
2023-02-20,0.0027736982862341573,blue
2023-02-21,0.0027990641632949596,blue
2023-02-22,0.002824607477761721,blue
2023-02-23,0.0028503290909566315,blue
2023-02-24,0.0028762298665467433,blue
2023-02-25,0.002902310670545372,blue
2023-02-26,0.00292857237131356,blue
2023-02-27,0.0029550158395613823,blue
2023-02-28,0.002981641948349471,blue
2023-03-01,0.0030084515730902824,blue
2023-03-02,0.0030354455915495987,blue
2023-03-03,0.003062624883847842,blue
2023-03-04,0.0030899903324615352,blue
2023-03-05,0.00311754282222462,blue
2023-03-06,0.0031452832403299166,blue
2023-03-07,0.003173212476330418,blue
2023-03-08,0.0032013314221408054,blue
2023-03-09,0.0032296409720386833,blue
2023-03-10,0.003258142022666066,blue
2023-03-11,0.003286835473030697,blue
2023-03-12,0.003315722224507429,blue
2023-03-13,0.0033448031808396596,blue
2023-03-14,0.003374079248140607,blue
2023-03-15,0.0034035513348947308,blue
2023-03-16,0.003433220351959105,blue
2023-03-17,0.003463087212564747,blue
2023-03-18,0.0034931528323180515,blue
2023-03-19,0.0035234181292020305,blue
2023-03-20,0.003553884023577812,blue
2023-03-21,0.0035845514381859095,blue
2023-03-22,0.003615421298147572,blue
2023-03-23,0.0036464945309661995,blue
2023-03-24,0.0036777720665286374,blue
2023-03-25,0.0037092548371065446,blue
2023-03-26,0.0037409437773577416,blue
2023-03-27,0.0037728398243275785,blue
2023-03-28,0.003804943917450222,blue
2023-03-29,0.003837256998550048,blue
2023-03-30,0.0038697800118429695,blue
2023-03-31,0.0039025139039377483,blue
2023-04-01,0.003935459623837378,blue
2023-04-02,0.0039686181229403915,blue
2023-04-03,0.004001990355042149,blue
2023-04-04,0.004035577276336278,blue
2023-04-05,0.0040693798454158655,blue
2023-04-06,0.004103399023274922,blue
2023-04-07,0.00413763577330957,blue
2023-04-08,0.004172091061319503,blue
2023-04-09,0.004206765855509192,blue
2023-04-10,0.0042416611264892885,blue
2023-04-11,0.004276777847277879,blue
2023-04-12,0.004312116993301818,blue
2023-04-13,0.00434767954239807,blue
2023-04-14,0.0043834664748149815,blue
2023-04-15,0.004419478773213649,blue
2023-04-16,0.004455717422669149,blue
2023-04-17,0.004492183410671929,blue
2023-04-18,0.004528877727128995,blue
2023-04-19,0.004565801364365358,blue
2023-04-20,0.004602955317125224,blue
2023-04-21,0.0046403405825733626,blue
2023-04-22,0.0046779581602963425,blue
2023-04-23,0.004715809052303893,blue
2023-04-24,0.004753894263030134,blue
2023-04-25,0.0047922147993349345,blue
2023-04-26,0.004830771670505119,blue
2023-04-27,0.004869565888255853,blue
2023-04-28,0.004908598466731887,blue
2023-04-29,0.004947870422508775,blue
2023-04-30,0.00498738277459428,blue
2023-05-01,0.005027136544429578,blue
2023-05-02,0.005067132755890551,blue
2023-05-03,0.005107372435289091,blue
2023-05-04,0.0051478566113743185,blue
2023-05-05,0.0051885863153339614,blue
2023-05-06,0.005229562580795501,blue
2023-05-07,0.005270786443827516,blue
2023-05-08,0.005312258942940976,blue
2023-05-09,0.005353981119090462,blue
2023-05-10,0.005395954015675411,blue
2023-05-11,0.00543817867854148,blue
2023-05-12,0.005480656155981733,blue
2023-05-13,0.005523387498737836,blue
2023-05-14,0.005566373760001542,blue
2023-05-15,0.005609615995415695,blue
2023-05-16,0.00565311526307562,blue
2023-05-17,0.005696872623530401,blue
2023-05-18,0.005740889139784057,blue
2023-05-19,0.005785165877296787,blue
2023-05-20,0.005829703903986347,blue
2023-05-21,0.0058745042902291445,blue
2023-05-22,0.005919568108861581,blue
2023-05-23,0.005964896435181281,blue
2023-05-24,0.006010490346948314,blue
2023-05-25,0.006056350924386408,blue
2023-05-26,0.0061024792501842996,blue
2023-05-27,0.006148876409496858,blue
2023-05-28,0.006195543489946372,blue
2023-05-29,0.006242481581623825,blue
2023-05-30,0.00628969177709004,blue
2023-05-31,0.006337175171376985,blue
2023-06-01,0.006384932861988962,blue
2023-06-02,0.006432965948903851,blue
2023-06-03,0.006481275534574392,blue
2023-06-04,0.006529862723929282,blue
2023-06-05,0.006578728624374552,blue
2023-06-06,0.006627874345794686,blue
2023-06-07,0.006677301000553862,blue
2023-06-08,0.006727009703497228,blue
2023-06-09,0.00677700157195205,blue
2023-06-10,0.0068272777257289575,blue
2023-06-11,0.0068778392871231735,blue
2023-06-12,0.006928687380915737,blue
2023-06-13,0.006979823134374638,blue
2023-06-14,0.007031247677256129,blue
2023-06-15,0.00708296214180592,blue
2023-06-16,0.007134967662760269,blue
2023-06-17,0.007187265377347435,blue
2023-06-18,0.007239856425288521,blue
2023-06-19,0.0072927419487991045,blue
2023-06-20,0.0073459230925900535,blue
2023-06-21,0.007399401003869009,blue
2023-06-22,0.00745317683234139,blue
2023-06-23,0.007507251730211751,blue
2023-06-24,0.0075616268521848315,blue
2023-06-25,0.007616303355466874,blue
2023-06-26,0.007671282399766767,blue
2023-06-27,0.007726565147297168,blue
2023-06-28,0.007782152762775872,blue
2023-06-29,0.007838046413426834,blue
2023-06-30,0.00789424726898139,blue
2023-07-01,0.007950756501679519,blue
2023-07-02,0.008007575286270944,blue
2023-07-03,0.00806470480001643,blue
2023-07-04,0.008122146222688757,blue
2023-07-05,0.00817990073657414,blue
2023-07-06,0.008237969526473262,blue
2023-07-07,0.00829635377970252,blue
2023-07-08,0.008355054686095159,blue
2023-07-09,0.008414073438002396,blue
2023-07-10,0.008473411230294759,blue
2023-07-11,0.008533069260363142,blue
2023-07-12,0.008593048728119944,blue
2023-07-13,0.008653350836000388,blue
2023-07-14,0.00871397678896343,blue
2023-07-15,0.008774927794493311,blue
2023-07-16,0.008836205062600317,blue
2023-07-17,0.008897809805822218,blue
2023-07-18,0.00895974323922526,blue
2023-07-19,0.009022006580405577,blue
2023-07-20,0.009084601049490002,blue
2023-07-21,0.009147527869137478,blue
2023-07-22,0.009210788264540163,blue
2023-07-23,0.009274383463424591,blue
2023-07-24,0.009338314696052726,blue
2023-07-25,0.009402583195223205,blue
2023-07-26,0.00946719019627258,blue
2023-07-27,0.009532136937076286,blue
2023-07-28,0.00959742465804985,blue
2023-07-29,0.009663054602150176,blue
2023-07-30,0.009729028014876453,blue
2023-07-31,0.009795346144271527,blue
2023-08-01,0.009862010240922923,blue
2023-08-02,0.009929021557963902,blue
2023-08-03,0.009996381351074918,blue
2023-08-04,0.010064090878484443,blue
2023-08-05,0.010132151400970159,blue
2023-08-06,0.010200564181860225,blue
2023-08-07,0.01026933048703441,blue
2023-08-08,0.010338451584925043,blue
2023-08-09,0.01040792874651831,blue
2023-08-10,0.01047776324535539,blue
2023-08-11,0.010547956357533498,blue
