date,purple_price,blue_price,light_blue_price,green_price,yellow_price,orange_price,red_price
2023-01-27,16329.018569241136,27491.33276293206,32692.888522586214,38878.615641050324,46234.726341793124,54982.665525864104,77757.23128210065
2023-01-28,16347.527326163097,27522.493876100754,32729.94554007783,38922.68410991214,46287.13287851086,55044.9877522015,77845.36821982428
2023-01-29,16366.053454448624,27553.684235481298,32767.037337372665,38966.79393916339,46339.58860129801,55107.36847096258,77933.58787832678
2023-01-30,16384.596967016525,27584.90386282363,32804.1639403359,39010.945159563154,46392.093546733464,55169.80772564725,78021.89031912631
2023-01-31,16403.15787679269,27616.15277988963,32841.32537484692,39055.137801887366,46444.64775141619,55232.305559779255,78110.27560377473
2023-02-01,16421.73619671012,27647.431008453124,32878.52166679931,39099.37189692886,46497.25125196524,55294.862016906234,78198.74379385772
2023-02-02,16440.331939708893,27678.738570299873,32915.75284210085,39143.64747549737,46549.90408501977,55357.47714059974,78287.29495099474
2023-02-03,16458.945118736192,27710.07548722759,32953.01892667354,39187.964568419506,46602.60628723901,55420.15097445517,78375.92913683901
2023-02-04,16477.575746746308,27741.441781045964,32990.319946453616,39232.32320653883,46655.35789530234,55482.88356209192,78464.64641307766
2023-02-05,16496.223836700625,27772.837473576616,33027.655927391505,39276.723420715774,46708.158945909214,55545.674947153224,78553.44684143155
2023-02-06,16514.88940156764,27804.26258665315,33065.02689545188,39321.165241827715,46761.00947577921,55608.52517330629,78642.33048365543
2023-02-07,16533.57245432296,27835.71714212113,33102.43287661365,39365.64870076895,46813.90952165206,55671.434284242256,78731.2974015379
2023-02-08,16552.273007949298,27867.2011618381,33139.87389686996,39410.17382845071,46866.859120287605,55734.402323676186,78820.34765690142
2023-02-09,16570.99107543648,27898.71466767356,33177.34998222817,39454.74065580114,46919.858308465846,55797.429335347115,78909.48131160229
2023-02-10,16589.726669781452,27930.257681509018,33214.86115870992,39499.34921376537,46972.90712298691,55860.51536301803,78998.69842753073
2023-02-11,16608.479803988284,27961.830225237947,33252.4074523511,39543.99953330544,47026.00560067111,55923.66045047589,79087.99906661088
2023-02-12,16627.250491068153,27993.43232076582,33289.98888920184,39588.691645400366,47079.153778358894,55986.86464153163,79177.38329080073
2023-02-13,16646.038744039375,28025.063990010105,33327.60549532656,39633.42558104613,47132.35169291092,56050.1279800202,79266.85116209227
2023-02-14,16664.844575927375,28056.725254900248,33365.2572968039,39678.20137125566,47185.599381207954,56113.45050980048,79356.40274251132
2023-02-15,16683.66799976473,28088.416137377728,33402.94431972684,39723.019047058886,47238.896880151035,56176.83227475545,79446.03809411777
2023-02-16,16702.509028591125,28120.136659395997,33440.66659020256,39767.87863950268,47292.244226661314,56240.27331879199,79535.75727900535
2023-02-17,16721.36767545339,28151.886842920554,33478.42413435261,39812.78017965094,47345.641457680205,56303.7736858411,79625.56035930187
2023-02-18,16740.243953405497,28183.66670992887,33516.21697831274,39857.723698584516,47399.088610169274,56367.333419857736,79715.44739716903
