date,open,high,low,close,volume,historical_fair_price,historical_fair_price_smooth
2022-05-25,0.00023010411026966,0.00023010411026966,0.00023010411026966,0.00023010411026966,10.9 K,,
2022-05-26,0.00023010411026966,0.00023011709439362,0.00018434777219912,0.00020022190222389,9.6 K,,
2022-05-27,0.00020022190222389,0.00020785039203395,0.00017104961515803,0.00018110937099363,5.7 K,,
2022-05-28,0.00018110937099363,0.00020549706792033,0.0001778468836706,0.00020191117081138,11.2 K,,
2022-05-29,0.00020191117081138,0.000202315304117,0.00019817890841257,0.00020179002688299,41 K,,
2022-05-30,0.00020179002688299,0.00020189530648753,0.00017316337659944,0.00017316337659944,44 K,,
2022-05-31,0.00017316337659944,0.00019399699504082,0.00017316337659944,0.0001890844341071,38 K,,
2022-06-01,0.0001890844341071,0.00018925690200778,0.0001875704495376,0.00018859818515215,40.2 K,,
2022-06-02,0.00018859818515215,0.00018908861872329,0.00018005391733082,0.00018402361396984,40.9 K,,
2022-06-03,0.00018402361396984,0.00050024647684768,0.00018354408993904,0.00040024763782266,52.9 K,,
2022-06-04,0.00040024763782266,0.00074920977921272,0.00040024763782266,0.00058989968851705,134.9 K,,
2022-06-05,0.00058989968851705,0.00061575018233583,0.00046550351257181,0.00055729608604471,152.5 K,,
2022-06-06,0.00055729608604471,0.00055946493619279,0.00047518452766423,0.00049983013529125,123.4 K,,
2022-06-07,0.00049983013529125,0.00049983013529125,0.0003519232944737,0.00039998120386103,98.7 K,,
2022-06-08,0.00039998120386103,0.00044801383129626,0.00038012111224469,0.00044047871104757,92.3 K,,
2022-06-09,0.00044047871104757,0.00054397615009097,0.0004201990064191,0.00049954994986117,99.7 K,,
2022-06-10,0.00049954994986117,0.00055835598430268,0.00043958622934614,0.00055835598430268,130.9 K,,
2022-06-11,0.00055835598430268,0.00055970074336973,0.00049121281304761,0.00049121281304761,131.8 K,,
2022-06-12,0.00049121281304761,0.00051946180452904,0.00044854421337569,0.00048380693233262,115.4 K,,
2022-06-13,0.00048380693233262,0.00048517820930957,0.00042488439291356,0.00043289929326828,97.6 K,,
2022-06-14,0.00043289929326828,0.00047739664481588,0.00038803335458446,0.00038803335458446,91.8 K,,
2022-06-15,0.00038803335458446,0.00039203449792846,0.00031083643490518,0.00031350300377127,83.9 K,,
2022-06-16,0.00031350300377127,0.00043130679503735,0.00031350300377127,0.0003901544702674,91.5 K,,
2022-06-17,0.0003901544702674,0.00042479144849762,0.00036410978676364,0.00042055032384769,85.5 K,,
2022-06-18,0.00042055032384769,0.00042055032384769,0.00032558569174889,0.00035682962586587,79.8 K,,
2022-06-19,0.00035682962586587,0.00036881651059968,0.00028968235462253,0.00033011288980235,77.4 K,,
2022-06-20,0.00033011288980235,0.00033863871012209,0.00028287699906037,0.00031673727029833,66.8 K,,
2022-06-21,0.00031673727029833,0.00037924194406469,0.00028408980105935,0.0003715600104774,71.5 K,,
2022-06-22,0.0003715600104774,0.0006004042896335,0.0003715600104774,0.0004497888136644,106.3 K,,
2022-06-23,0.0004497888136644,0.0004497888136644,0.00034230834519881,0.00036544157148576,88.6 K,,
2022-06-24,0.00036544157148576,0.00038931730383561,0.00034653257054261,0.00037253983942233,78 K,0.00044273208595119304,
2022-06-25,0.00037253983942233,0.00038356067583839,0.00033051315206043,0.00038356067583839,75.6 K,0.0004509330419261333,
2022-06-26,0.00038356067583839,0.00038356067583839,0.00034524707259072,0.00035201833609748,78.6 K,0.0004580954750558065,
2022-06-27,0.00035201833609748,0.00037035136627244,0.00034433246305117,0.00036761719823655,77.4 K,0.00044854971504493187,
2022-06-28,0.00036761719823655,0.00038512122465635,0.00035204419333875,0.00035428527107983,82.1 K,0.00044602808203758,
