date,open,high,low,close,volume,days_since_genesis,fair_price,bottom_price,historical_fair_price_smooth
2011-07-26,14.0478,14.0478,14.0478,14.0478,0,934,1.9609682842359168,0.823606679379085,1.9609671128129116
2011-07-27,13.8821,13.8821,13.8821,13.8821,0,935,1.973219166600891,0.8287520499723742,1.973217992894342
2011-07-28,13.9394,13.9394,13.9394,13.9394,0,936,1.9855333662928563,0.8339240138429996,1.9855321903007608
2011-07-29,13.4901,13.4901,13.4901,13.4901,0,937,1.9979111423888654,0.8391226798033234,1.9979099641092197
2011-07-30,13.4983,13.4983,13.4983,13.4983,0,938,2.0103527547477,0.844348156994034,2.0103515741785007
2011-07-31,13.5303,13.5303,13.5303,13.5303,0,939,2.0228584640113914,0.8496005548847844,2.022857281150637
2011-08-01,13.35,13.35,13.35,13.35,0,940,2.0354285316067435,0.8548799832748323,2.035427346452431
2011-08-02,13.0946,13.0946,13.0946,13.0946,0,941,2.048063219746856,0.8601865522936794,2.0480620322969845
2011-08-03,12.05,12.05,12.05,12.05,0,942,2.060762791432647,0.8655203724017116,2.0607616016852153
2011-08-04,9.26,9.26,9.26,9.26,0,943,2.0735275104543827,0.8708815543908407,2.0735263184073895
2011-08-05,10.75,10.75,10.75,10.75,0,944,2.086357641393202,0.8762702093851449,2.0863564470446474
2011-08-06,9.7999,9.7999,9.7999,9.7999,0,945,2.0992534496226454,0.881686448841511,2.099252252970529
2011-08-07,6.55,6.55,6.55,6.55,0,946,2.1122152013101867,0.8871303845502784,2.1122140023525087
2011-08-08,7.9,7.9,7.9,7.9,0,947,2.1252431634187623,0.8926021286358802,2.125241962153523
2011-08-09,7.7999,7.7999,7.7999,7.7999,0,948,2.1383376037083046,0.8981017935574879,2.1383364001335052
2011-08-10,9.99,9.99,9.99,9.99,0,949,2.151498790737277,0.9036294921096564,2.1514975848509197
2011-08-11,9.98,9.98,9.98,9.98,0,950,2.164726993864208,0.9091853374229674,2.164725785664294
2011-08-12,9.4625,9.4625,9.4625,9.4625,0,951,2.1780224832492285,0.914769442964676,2.178021272733759
2011-08-13,9.4605,9.4605,9.4605,9.4605,0,952,2.1913855298556086,0.9203819225393556,2.191384317022587
2011-08-14,10.131,10.131,10.131,10.131,0,953,2.2048164054512993,0.9260228902895457,2.2048151902987283
2011-08-15,10.7957,10.7957,10.7957,10.7957,0,954,2.21831538261047,0.9316924606963973,2.2183141651363534
2011-08-16,11.1498,11.1498,11.1498,11.1498,0,955,2.2318827347150534,0.9373907485803223,2.2318815149173945
2011-08-17,10.9641,10.9641,10.9641,10.9641,0,956,2.2455187359562876,0.9431178691016407,2.2455175138330903
2011-08-18,10.9456,10.9456,10.9456,10.9456,0,957,2.2592236613362595,0.948873937761229,2.2592224368855285
2011-08-19,10.83,10.83,10.83,10.83,0,958,2.2729977866694533,0.9546590704011704,2.272996559889193
2011-08-20,11.65,11.65,11.65,11.65,0,959,2.286841388584295,0.9604733832054038,2.286840159472511
2011-08-21,11.453,11.453,11.453,11.453,0,960,2.3007547445247036,0.9663169927003755,2.300753513079401
2011-08-22,11.3113,11.3113,11.3113,11.3113,0,961,2.314738132751639,0.9721900157556884,2.314736898970825
2011-08-23,10.895,10.895,10.895,10.895,0,962,2.328791832344655,0.978092569584755,2.3287905962263338
2011-08-24,10.94,10.94,10.94,10.94,0,963,2.342916123203449,0.9840247717454486,2.3429148847456287
2011-08-25,10.8506,10.8506,10.8506,10.8506,0,964,2.3571112860494203,0.9899867401407565,2.3571100452501077
2011-08-26,9.657,9.657,9.657,9.657,0,965,2.3713776024272217,0.9959785930194331,2.3713763592844237
2011-08-27,8.1794,8.1794,8.1794,8.1794,0,966,2.3857153547063166,1.002000448976653,2.385714109218041
2011-08-28,8.5902,8.5902,8.5902,8.5902,0,967,2.4001248260825383,1.008052426954666,2.400123578246794
2011-08-29,9.0701,9.0701,9.0701,9.0701,0,968,2.4146063005796483,1.0141346462434522,2.4146050503944436
2011-08-30,8.969,8.969,8.969,8.969,0,969,2.429160063050897,1.0202472264813767,2.4291588105142403
2011-08-31,8.7913,8.7913,8.7913,8.7913,0,970,2.443786399180585,1.0263902876558455,2.4437851442904854
2011-09-01,8.1995,8.1995,8.1995,8.1995,0,971,2.4584855954856275,1.0325639501039636,2.458484338240096
2011-09-02,8.21,8.21,8.21,8.21,0,972,2.4732579393171177,1.0387683345131893,2.4732566797141624
2011-09-03,8.64,8.64,8.64,8.64,0,973,2.488103718861892,1.0450035619219946,2.488102456899525
2011-09-04,8.48,8.48,8.48,8.48,0,974,2.5030232231441003,1.051269753720522,2.503021958820332
2011-09-05,8.178,8.178,8.178,8.178,0,975,2.518016742026771,1.0575670316512438,2.5180154753396113
2011-09-06,7.611,7.611,7.611,7.611,0,976,2.5330845662133807,1.0638955178096199,2.533083297160842
2011-09-07,6.8628,6.8628,6.8628,6.8628,0,977,2.5482269872494294,1.0702553346447603,2.548225715829523
2011-09-08,7.1864,7.1864,7.1864,7.1864,0,978,2.563444297524008,1.0766466049600834,2.5634430237347474
2011-09-09,6.53,6.53,6.53,6.53,0,979,2.578736790271376,1.0830694519139779,2.578735514110772
2011-09-10,5.03,5.03,5.03,5.03,0,980,2.5941047595725335,1.089523999020464,2.5941034810386006
2011-09-11,4.7739,4.7739,4.7739,4.7739,0,981,2.6095485003567997,1.0960103701498558,2.6095472194475504
2011-09-12,5.8644,5.8644,5.8644,5.8644,0,982,2.6250683084033892,1.1025286895294235,2.6250670251168375
2011-09-13,6.078,6.078,6.078,6.078,0,983,2.640664480342992,1.1090790817440566,2.640663194677152
2011-09-14,5.8,5.8,5.8,5.8,0,984,2.6563373136593547,1.115661671736929,2.6563360256122395
2011-09-15,5.6193,5.6193,5.6193,5.6193,0,985,2.672087106690859,1.1222765848101608,2.6720858162604846
2011-09-16,4.84,4.84,4.84,4.84,0,986,2.6879141586321076,1.1289239466254852,2.687912865816489
2011-09-17,4.82,4.82,4.82,4.82,0,987,2.7038187695355083,1.1356038832049133,2.7038174743326606
2011-09-18,4.77,4.77,4.77,4.77,0,988,2.7198012403128584,1.1423165209314006,2.719799942720798
2011-09-19,5.2,5.2,5.2,5.2,0,989,2.735861872736932,1.1490619865495113,2.735860572753675
2011-09-20,5.46,5.46,5.46,5.46,0,990,2.7520009694430687,1.1558404071660888,2.751999667066632
2011-09-21,6.1119,6.1119,6.1119,6.1119,0,991,2.7682188339307636,1.1626519102509207,2.7682175291591635
2011-09-22,5.6114,5.6114,5.6114,5.6114,0,992,2.7845157705652572,1.169496623637408,2.78451446339651
2011-09-23,5.4278,5.4278,5.4278,5.4278,0,993,2.8008920845791274,1.1763746755232334,2.800890775011253
2011-09-24,5.5451,5.5451,5.5451,5.5451,0,994,2.817348082073885,1.1832861944710316,2.8173467701049004
2011-09-25,5.4683,5.4683,5.4683,5.4683,0,995,2.833884070021566,1.1902313094090577,2.833882755649489
2011-09-26,5.33,5.33,5.33,5.33,0,996,2.85050035626633,1.1972101496318586,2.8504990394891805
2011-09-27,4.8697,4.8697,4.8697,4.8697,0,997,2.8671972495260567,1.2042228448009438,2.8671959303418526
2011-09-28,4.9156,4.9156,4.9156,4.9156,0,998,2.8839750593939444,1.2112695249454566,2.8839737378007055
2011-09-29,4.7725,4.7725,4.7725,4.7725,0,999,2.9008340963401102,1.2183503204628463,2.9008327723358565
2011-09-30,4.7794,4.7794,4.7794,4.7794,0,1000,2.917774671713193,1.225465362119541,2.9177733452959447
2011-10-01,5.1401,5.1401,5.1401,5.1401,0,1001,2.9347970977419533,1.2326147810516204,2.934795768909731
2011-10-02,5.0324,5.0324,5.0324,5.0324,0,1002,2.951901687536881,1.23979870876549,2.951900356287705
2011-10-03,5.027,5.027,5.027,5.027,0,1003,2.969088755091797,1.2470172771385546,2.9690874214236884
2011-10-04,5.024,5.024,5.024,5.024,0,1004,2.986358615285463,1.2542706184198944,2.9863572791964446
2011-10-05,4.96,4.96,4.96,4.96,0,1005,3.0037115838831885,1.261558865230939,3.003710245371281
2011-10-06,4.87,4.87,4.87,4.87,0,1006,3.021147977538438,1.2688821505661438,3.0211466366016646
2011-10-07,4.7344,4.7344,4.7344,4.7344,0,1007,3.0386681137944453,1.276240607793667,3.038666770430828
2011-10-08,4.2728,4.2728,4.2728,4.2728,0,1008,3.056272311085824,1.283634370656046,3.056270965293386
2011-10-09,4.0075,4.0075,4.0075,4.0075,0,1009,3.0739608887401797,1.2910635732708755,3.073959540516944
2011-10-10,4.1029,4.1029,4.1029,4.1029,0,1010,3.0917341669797254,1.2985283501314846,3.0917328163237165
2011-10-11,4.1,4.1,4.1,4.1,0,1011,3.1095924669228974,1.3060288361076169,3.1095911138321397
2011-10-12,3.9308,3.9308,3.9308,3.9308,0,1012,3.1275361105859742,1.3135651664461092,3.12753475505849
2011-10-13,4.15,4.15,4.15,4.15,0,1013,3.1455654208846915,1.3211374767715705,3.1455640629185067
2011-10-14,4.0462,4.0462,4.0462,4.0462,0,1014,3.1636807216358647,1.3287459030870632,3.163679361229006
2011-10-15,3.9879,3.9879,3.9879,3.9879,0,1015,3.1818823375590095,1.3363905817747839,3.1818809747095007
2011-10-16,3.8421,3.8421,3.8421,3.8421,0,1016,3.2001705942779646,1.344071649596745,3.2001692289838313
2011-10-17,3.557,3.557,3.557,3.557,0,1017,3.2185458183225144,1.351789243695456,3.218544450581784
2011-10-18,2.56,2.56,2.56,2.56,0,1018,3.2370083371300162,1.3595435015946067,3.237006966940714
2011-10-19,2.419,2.419,2.419,2.419,0,1019,3.255558479047024,1.36733456119975,3.2555571064071773
2011-10-20,2.27,2.27,2.27,2.27,0,1020,3.2741965733309177,1.3751625607989855,3.274195198238554
2011-10-21,2.348,2.348,2.348,2.348,0,1021,3.292922950151533,1.3830276390636438,3.2929215726046794
2011-10-22,2.57,2.57,2.57,2.57,0,1022,3.31173794059279,1.3909299350489717,3.311736560589474
2011-10-23,3.1588,3.1588,3.1588,3.1588,0,1023,3.330641876654325,1.3988695881948165,3.3306404941925765
2011-10-24,3.17,3.17,3.17,3.17,0,1024,3.3496350912531265,1.406846738326313,3.349633706330973
2011-10-25,2.545,2.545,2.545,2.545,0,1025,3.3687179182251636,1.4148615256545687,3.3687165308406346
2011-10-26,2.77,2.77,2.77,2.77,0,1026,3.387890692327028,1.4229140907773519,3.387889302478152
2011-10-27,2.773,2.773,2.773,2.773,0,1027,3.407153749237567,1.4310045746797782,3.4071523569223734
2011-10-28,3.04,3.04,3.04,3.04,0,1028,3.426507425559523,1.4391331187349996,3.426506030776043
2011-10-29,3.19,3.19,3.19,3.19,0,1029,3.4459520588211725,1.4472998647048925,3.4459506615674345
2011-10-30,3.5811,3.5811,3.5811,3.5811,0,1030,3.465487987477966,1.4555049547407457,3.465486587752003
2011-10-31,3.27,3.27,3.27,3.27,0,1031,3.4851155509141747,1.4637485313839533,3.4851141487140156
2011-11-01,3.248,3.248,3.248,3.248,0,1032,3.504835089444527,1.4720307375667012,3.504833684768204
2011-11-02,3.15,3.15,3.15,3.15,0,1033,3.524646944315858,1.4803517166126603,3.5246455371614043
2011-11-03,3.2543,3.2543,3.2543,3.2543,0,1034,3.544551457708757,1.4887116122376778,3.5445500480742025
2011-11-04,3.152,3.152,3.152,3.152,0,1035,3.5645489727392086,1.4971105685504675,3.5645475606225867
2011-11-05,3.109,3.109,3.109,3.109,0,1036,3.584639833460247,1.5055487300533037,3.5846384188595906
2011-11-06,2.97,2.97,2.97,2.97,0,1037,3.6048243848636052,1.5140262416427142,3.604822967776947
2011-11-07,2.9596,2.9596,2.9596,2.9596,0,1038,3.6251029728813626,1.5225432486101722,3.6251015533067363
2011-11-08,3.0068,3.0068,3.0068,3.0068,0,1039,3.6454759443876026,1.5310998966427931,3.6454745223230423
2011-11-09,3.035,3.035,3.035,3.035,0,1040,3.6659436472000633,1.5396963318240264,3.665942222643602
2011-11-10,2.95,2.95,2.95,2.95,0,1041,3.6865064300817934,1.5483327006343532,3.6865050030314657
2011-11-11,2.8399,2.8399,2.8399,2.8399,0,1042,3.7071646427428098,1.55700914995198,3.7071632131966514
2011-11-12,3.08,3.08,3.08,3.08,0,1043,3.7279186358417538,1.5657258270535366,3.727917203797799
2011-11-13,3.031,3.031,3.031,3.031,0,1044,3.7487687609875513,1.5744828796147714,3.7487673264438355
2011-11-14,2.9969,2.9969,2.9969,2.9969,0,1045,3.769715370741074,1.583280455711251,3.769713933695633
2011-11-15,2.22,2.22,2.22,2.22,0,1046,3.790758818616798,1.5921187038190552,3.7907573790676694
2011-11-16,2.329,2.329,2.329,2.329,0,1047,3.8118994590844717,1.600997772815478,3.81189801702969
2011-11-17,2.5604,2.5604,2.5604,2.5604,0,1048,3.8331376475707755,1.6099178119797257,3.8331362030083795
2011-11-18,2.25,2.25,2.25,2.25,0,1049,3.854473740460991,1.618878970993616,3.8544722933890156
2011-11-19,2.05,2.05,2.05,2.05,0,1050,3.875908095100665,1.6278813999422792,3.875906645517149
2011-11-20,2.1959,2.1959,2.1959,2.1959,0,1051,3.897441069797281,1.636925249314858,3.897439617700263
2011-11-21,2.2,2.2,2.2,2.2,0,1052,3.919073023821926,1.6460106700052088,3.919071569209442
2011-11-22,2.294,2.294,2.294,2.294,0,1053,3.9408043174109615,1.6551378133126038,3.9408028602810523
2011-11-23,2.3289,2.3289,2.3289,2.3289,0,1054,3.9626353117677007,1.6643068309424343,3.9626338521184032
2011-11-24,2.3321,2.3321,2.3321,2.3321,0,1055,3.9845663690640727,1.6735178750069104,3.984564906893427
2011-11-25,2.4321,2.4321,2.4321,2.4321,0,1056,4.006597852442307,1.6827710980257689,4.006596387748352
2011-11-26,2.5061,2.5061,2.5061,2.5061,0,1057,4.028730126016602,1.6920666529269728,4.0287286587973785
2011-11-27,2.47,2.47,2.47,2.47,0,1058,4.050963554874809,1.7014046930474196,4.050962085128357
2011-11-28,2.4799,2.4799,2.4799,2.4799,0,1059,4.073298505080103,1.7107853721336435,4.0732970328044615
2011-11-29,2.55,2.55,2.55,2.55,0,1060,4.095735343672672,1.720208844342522,4.095733868865884
2011-11-30,2.7502,2.7502,2.7502,2.7502,0,1061,4.118274438671392,1.7296752642419846,4.118272961331497
2011-12-01,2.9701,2.9701,2.9701,2.9701,0,1062,4.14091615907551,1.739184786811714,4.1409146792005505
2011-12-02,3.06,3.06,3.06,3.06,0,1063,4.16366087486633,1.7487375674438583,4.163659392454347
2011-12-03,3.1151,3.1151,3.1151,3.1151,0,1064,4.186508957008897,1.7583337619437367,4.186507472057934
2011-12-04,2.794,2.794,2.794,2.794,0,1065,4.209460777453685,1.7679735265305478,4.209459289961784
2011-12-05,2.8281,2.8281,2.8281,2.8281,0,1066,4.2325167091382845,1.7776570178380795,4.232515219103488
2011-12-06,2.8798,2.8798,2.8798,2.8798,0,1067,4.255677125989088,1.787384392915417,4.25567563340944
2011-12-07,3.03,3.03,3.03,3.03,0,1068,4.278942402922986,1.7971558092276543,4.278940907796528
2011-12-08,2.99,2.99,2.99,2.99,0,1069,4.302312915849056,1.8069714246566033,4.302311418173832
2011-12-09,2.98,2.98,2.98,2.98,0,1070,4.3257890416702525,1.816831397501506,4.325787541444309
2011-12-10,2.97,2.97,2.97,2.97,0,1071,4.349371158285109,1.8267358864797458,4.3493696555064885
2011-12-11,3.05,3.05,3.05,3.05,0,1072,4.373059644589426,1.8366850507275587,4.373058139256173
2011-12-12,3.2511,3.2511,3.2511,3.2511,0,1073,4.396854880477972,1.846679049800748,4.396853372588133
2011-12-13,3.135,3.135,3.135,3.135,0,1074,4.420757246846181,1.8567180436753958,4.4207557363978
2011-12-14,3.2499,3.2499,3.2499,3.2499,0,1075,4.444767125591851,1.8668021927485774,4.444765612582977
2011-12-15,3.15,3.15,3.15,3.15,0,1076,4.4688848996168495,1.8769316578390767,4.468883384045525
2011-12-16,3.2,3.2,3.2,3.2,0,1077,4.493110952828805,1.887106600188098,4.493109434693079
2011-12-17,3.2,3.2,3.2,3.2,0,1078,4.517445670142823,1.8973271814599857,4.517444149440741
2011-12-18,3.2001,3.2001,3.2001,3.2001,0,1079,4.541889437483183,1.9075935637429369,4.541887914212792
2011-12-19,3.193,3.193,3.193,3.193,0,1080,4.566442641785046,1.9179059095497193,4.566441115944394
2011-12-20,3.5202,3.5202,3.5202,3.5202,0,1081,4.591105670996164,1.9282643818183889,4.591104142583297
2011-12-21,3.95,3.95,3.95,3.95,0,1082,4.615878914078584,1.938669143913005,4.6158773830915525
2011-12-22,3.89,3.89,3.89,3.89,0,1083,4.640762761010365,1.9491203596243531,4.640761227447215
2011-12-23,3.8901,3.8901,3.8901,3.8901,0,1084,4.665757602787282,1.9596181931706582,4.665756066646065
2011-12-24,3.9468,3.9468,3.9468,3.9468,0,1085,4.690863831424543,1.9701628091983079,4.690862292703306
2011-12-25,3.94,3.94,3.94,3.94,0,1086,4.716081839958501,1.9807543727825703,4.716080298655294
2011-12-26,4.225,4.225,4.225,4.225,0,1087,4.741412022448371,1.9913930494283156,4.741410478561242
2011-12-27,4.018,4.018,4.018,4.018,0,1088,4.766854773977941,2.002079005070735,4.766853227504944
2011-12-28,4.07,4.07,4.07,4.07,0,1089,4.792410490657301,2.0128124060760664,4.7924089415964835
2011-12-29,4.1855,4.1855,4.1855,4.1855,0,1090,4.818079569624547,2.0235934192423097,4.81807801797396
2011-12-30,4.166,4.166,4.166,4.166,0,1091,4.843862409047513,2.0344222117999555,4.843860854805207
2011-12-31,4.248,4.248,4.248,4.248,0,1092,4.869759408125489,2.0452989514127053,4.869757851289517
2012-01-01,4.722,4.722,4.722,4.722,0,1093,4.895770967090943,2.056223806178196,4.895769407659356
2012-01-02,5.2677,5.2677,5.2677,5.2677,0,1094,4.921897487211245,2.067196944628723,4.921895925182094
2012-01-03,5.2168,5.2168,5.2168,5.2168,0,1095,4.9481393707903925,2.0782185357319647,4.94813780616173
2012-01-04,4.8808,4.8808,4.8808,4.8808,0,1096,4.97449702117074,2.0892887488917107,4.974495453940619
2012-01-05,5.5738,5.5738,5.5738,5.5738,0,1097,5.000970842734725,2.1004077539485846,5.000969272901199
2012-01-06,6.9476,6.9476,6.9476,6.9476,0,1098,5.027561240906596,2.1115757211807704,5.027559668467718
2012-01-07,6.6969,6.6969,6.6969,6.6969,0,1099,5.0542686221541455,2.122792821304741,5.0542670471079685
2012-01-08,6.81,6.81,6.81,6.81,0,1100,5.08109339399044,2.1340592254759847,5.081091816335018
2012-01-09,7.1136,7.1136,7.1136,7.1136,0,1101,5.1080359649755565,2.145375105289734,5.108034384708943
2012-01-10,6.3257,6.3257,6.3257,6.3257,0,1102,5.135096744718313,2.156740632781691,5.135095161838563
2012-01-11,6.36,6.36,6.36,6.36,0,1103,5.162276143878006,2.1681559804287622,5.162274558383174
2012-01-12,6.9,6.9,6.9,6.9,0,1104,5.18957457416615,2.179621321149783,5.189572986054291
2012-01-13,6.8,6.8,6.8,6.8,0,1105,5.21699244834821,2.1911368283062482,5.216990857617381
2012-01-14,6.41,6.41,6.41,6.41,0,1106,5.24453018024535,2.2027026757030472,5.2445285868936065
2012-01-15,6.75,6.75,6.75,6.75,0,1107,5.272188184736165,2.2143190375891892,5.272186588761562
2012-01-16,7.0018,7.0018,7.0018,7.0018,0,1108,5.299966877758429,2.2259860886585403,5.299965279159023
2012-01-17,6.6825,6.6825,6.6825,6.6825,0,1109,5.327866676310837,2.2377040040505514,5.327865075084685
2012-01-18,5.6,5.6,5.6,5.6,0,1110,5.355887998454748,2.249472959350994,5.355886394599907
2012-01-19,5.92,5.92,5.92,5.92,0,1111,5.384031263315935,2.2612931305926924,5.384029656830462
2012-01-20,6.3598,6.3598,6.3598,6.3598,0,1112,5.41229689108633,2.2731646942562582,5.4122952819682855
2012-01-21,6.4898,6.4898,6.4898,6.4898,0,1113,5.440685303025773,2.2850878272708246,5.440683691273211
2012-01-22,6.18,6.18,6.18,6.18,0,1114,5.469196921463761,2.2970627070147795,5.469195307074742
2012-01-23,6.3097,6.3097,6.3097,6.3097,0,1115,5.497832169801202,2.309089511316505,5.4978305527737845
2012-01-24,6.356,6.356,6.356,6.356,0,1116,5.526591472512167,2.3211684184551102,5.526589852844409
2012-01-25,6.2898,6.2898,6.2898,6.2898,0,1117,5.555475255145642,2.3332996071611696,5.555473632835603
2012-01-26,5.75,5.75,5.75,5.75,0,1118,5.584483944327284,2.345483256617459,5.584482319373023
2012-01-27,5.34,5.34,5.34,5.34,0,1119,5.6136179677611775,2.3577195464596943,5.613616340160756
2012-01-28,5.292,5.292,5.292,5.292,0,1120,5.642877754231595,2.37000865677727,5.642876123983072
2012-01-29,5.6267,5.6267,5.6267,5.6267,0,1121,5.672263733604752,2.3823507681139957,5.672262100706187
2012-01-30,5.3809,5.3809,5.3809,5.3809,0,1122,5.7017763368305685,2.3947460614688385,5.701774701280025
2012-01-31,5.4905,5.4905,5.4905,5.4905,0,1123,5.731415995944434,2.407194718296662,5.73141435773997
2012-02-01,5.4838,5.4838,5.4838,5.4838,0,1124,5.761183144068964,2.4196969205089647,5.761181503208644
2012-02-02,6.0756,6.0756,6.0756,6.0756,0,1125,5.791078215415771,2.4322528504746237,5.791076571897655
2012-02-03,6.1,6.1,6.1,6.1,0,1126,5.821101645287226,2.444862691020635,5.821099999109377
2012-02-04,5.9593,5.9593,5.9593,5.9593,0,1127,5.851253870078225,2.4575266254328545,5.851252221238705
2012-02-05,5.8734,5.8734,5.8734,5.8734,0,1128,5.881535327277963,2.4702448374567445,5.881533675774833
2012-02-06,5.6888,5.6888,5.6888,5.6888,0,1129,5.9119464554716945,2.4830175112981117,5.911944801303019
2012-02-07,5.4535,5.4535,5.4535,5.4535,0,1130,5.942487694342507,2.495844831623853,5.942486037506349
2012-02-08,5.69,5.69,5.69,5.69,0,1131,5.9731594846731,2.5087269835627017,5.973157825167523
2012-02-09,5.6,5.6,5.6,5.6,0,1132,6.003962268347549,2.5216641527059704,6.003960606170618
2012-02-10,5.83,5.83,5.83,5.83,0,1133,6.034896488353085,2.5346565251082955,6.034894823502863
2012-02-11,5.9126,5.9126,5.9126,5.9126,0,1134,6.065962588781869,2.547704287288385,6.065960921256421
2012-02-12,5.6005,5.6005,5.6005,5.6005,0,1135,6.097161014832769,2.5608076262297628,6.09715934463016
2012-02-13,5.5147,5.5147,5.5147,5.5147,0,1136,6.12849221281314,2.5739667293815187,6.128490539931435
2012-02-14,5.26,5.26,5.26,5.26,0,1137,6.159956630140601,2.5871817846590526,6.159954954577865
2012-02-15,4.4629,4.4629,4.4629,4.4629,0,1138,6.191554715344816,2.600452980444823,6.191553037099114
2012-02-16,4.3251,4.3251,4.3251,4.3251,0,1139,6.223286918069282,2.6137805055890984,6.223285237138681
2012-02-17,4.2739,4.2739,4.2739,4.2739,0,1140,6.255153689073101,2.6271645494107023,6.255152005455669
2012-02-18,4.41,4.41,4.41,4.41,0,1141,6.287155480232783,2.6406053016977684,6.287153793926583
2012-02-19,4.222,4.222,4.222,4.222,0,1142,6.319292744544009,2.6541029527084836,6.319291055547109
2012-02-20,4.3867,4.3867,4.3867,4.3867,0,1143,6.351565936123438,2.667657693171844,6.3515642444339075
2012-02-21,4.3615,4.3615,4.3615,4.3615,0,1144,6.383975510210487,2.6812697142884043,6.3839738158263915
2012-02-22,4.272,4.272,4.272,4.272,0,1145,6.416521923169121,2.694939207731031,6.4165202260885295
