date,open,high,low,close,volume,volume(KAS),days_since_genesis,support_price,resistance_price,fair_price,historical_fair_price_smooth
2022-06-25,0.000373,0.000384,0.000331,0.000384,75.6 K,,230,0.00035433560072006576,0.0007190148976523281,0.000504750013062224,0.0005047400560888874
2022-06-26,0.000384,0.000384,0.000345,0.000352,78.6 K,,231,0.0003608801347963092,0.0007322950125757221,0.0005140726824574446,0.0005140627160360092
2022-06-27,0.000352,0.00037,0.000344,0.000368,77.4 K,,232,0.0003675164901095347,0.0007457614504008422,0.0005235261509326106,0.0005235161750950395
2022-06-28,0.000368,0.000385,0.000352,0.000354,82.1 K,,233,0.00037424555080892066,0.0007594160052359565,0.0005331116779556061,0.0005331016927336168
2022-06-29,0.000354,0.000374,0.000349,0.00036,77.3 K,,234,0.0003810682056994029,0.0007732604806367582,0.0005428305296264282,0.0005428205350514953
2022-06-30,0.00036,0.000415,0.000354,0.000415,82.7 K,,235,0.00038798534824605204,0.0007872966896152478,0.0005526839786834218,0.0005526739747867802
2022-07-01,0.000415,0.000415,0.000313,0.000332,78.7 K,,236,0.0003949978765784353,0.0008015264546485841,0.0005626733045094938,0.000562663291322141
2022-07-02,0.000332,0.000364,0.00032,0.000336,74.1 K,,237,0.0004021066934949637,0.0008159516076879055,0.0005727997931383048,0.0005727897706910051
2022-07-03,0.000336,0.000342,0.000307,0.000307,70.3 K,,238,0.0004093127064672258,0.0008305739901671238,0.0005830647372604433,0.0005830547055837287
2022-07-04,0.000307,0.00032,0.000286,0.0003,65.6 K,,239,0.000416616827644306,0.0008453954530116872,0.0005934694362295767,0.0005934593953537506
2022-07-05,0.0003,0.000325,0.000263,0.000287,67.7 K,,240,0.000424019973857089,0.0008604178566473148,0.0006040151960685828,0.0006040051460237228
2022-07-06,0.000287,0.000299,0.000235,0.000269,65.8 K,,241,0.00043152306662255075,0.0008756430710087034,0.0006147033294756628,0.000614693270291623
2022-07-07,0.000269,0.000283,0.000262,0.00028,63 K,,242,0.00043912703214803406,0.0008910729755482039,0.0006255351558304314,0.0006255250875368452
2022-07-08,0.00028,0.00028,0.000254,0.000275,57.9 K,,243,0.0004468328013355119,0.0009067094592444725,0.0006365120011999904,0.0006365019238262725
2022-07-09,0.000275,0.00028,0.000239,0.000249,55 K,,244,0.00045464130978583564,0.0009225544206110906,0.0006476351983449793,0.000647625111920329
2022-07-10,0.000249,0.000264,0.000222,0.000236,51.2 K,,245,0.0004625534978029701,0.0009386097677051592,0.0006589060867256095,0.0006588959912790126
2022-07-11,0.000236,0.00025,0.000222,0.00024,52.7 K,,246,0.00047057031039821534,0.0009548774181358648,0.0006703260125076769,0.0006703159080679082
2022-07-12,0.00024,0.00024,0.0002,0.000239,51.1 K,,247,0.000478692697294414,0.0009713592990730183,0.0006818963285685562,0.0006818862151641821
2022-07-13,0.000239,0.000261,0.000232,0.000245,52.9 K,,248,0.00048692161293014617,0.000988057347255566,0.0006936183945031761,0.0006936082721625569
2022-07-14,0.000245,0.00025,0.000231,0.000231,51.6 K,,249,0.0004952580164639107,0.0010049735090000744,0.0007054935766299754,0.000705483445381267
2022-07-15,0.000231,0.000259,0.000222,0.000244,50.9 K,,250,0.0005037028717782926,0.0010221097402091876,0.0007175232479968398,0.0007175131078679977
2022-07-16,0.000244,0.00026,0.00022,0.000251,53.4 K,,251,0.0005122571474841189,0.0010394680063800588,0.0007297087883870216,0.0007296986394058009
2022-07-17,0.000251,0.000258,0.00023,0.000233,56.1 K,,252,0.0005209218169245995,0.0010570502826127547,0.0007420515843250386,0.0007420414265189977
2022-07-18,0.000233,0.000244,0.000224,0.000244,50.9 K,,253,0.0005296978581794568,0.0010748585536186337,0.0007545530290825566,0.0007545428624790587
2022-07-19,0.000244,0.000247,0.000226,0.000242,52.2 K,,254,0.0005385862540690414,0.001092894813728698,0.0007672145226842521,0.000767204347310468
2022-07-20,0.000242,0.000243,0.000221,0.000221,48.4 K,,255,0.0005475879921584357,0.0011111610669019213,0.000780037471913658,0.0007800272877965676
2022-07-21,0.000221,0.000237,0.000208,0.00021,48.1 K,,256,0.0005567040647615445,0.0011296593267335485,0.0007930232903189911,0.0007930130974853856
2022-07-22,0.00021,0.000237,0.000207,0.000209,48.6 K,,257,0.000565935468945173,0.001148391616463371,0.00080617339821896,0.0008061631966954444
2022-07-23,0.000209,0.00024,0.000209,0.000235,45.7 K,,258,0.0005752832065330928,0.0011673599689839772,0.0008194892227085583,0.0008194790125215527
2022-07-24,0.000235,0.000241,0.000217,0.000222,50.6 K,,259,0.0005847482841100948,0.0011865664268489772,0.0008329721976648372,0.0008329619788405797
2022-07-25,0.000222,0.00024,0.000212,0.000239,50 K,,260,0.0005943317130260301,0.0012060130422812023,0.0008466237637526625,0.00084661353631721
2022-07-26,0.000239,0.000242,0.000216,0.00023,49.6 K,,261,0.0006040345093998392,0.0012257018771808807,0.0008604453684304532,0.0008604351324096842
2022-07-27,0.00023,0.000369,0.000225,0.000261,57.4 K,,262,0.0006138576941235682,0.0012456350031337874,0.0008744384659559034,0.0008744282213755197
2022-07-28,0.000261,0.000341,0.000242,0.000284,66.4 K,,263,0.0006238022928663733,0.0012658145014193699,0.0008886045173916861,0.0008885942642772148
2022-07-29,0.000284,0.000396,0.000254,0.000396,83 K,,264,0.0006338693360785134,0.0012862424630188508,0.0009029449906111414,0.0009029347289879364
2022-07-30,0.000396,0.000531,0.000355,0.000531,136.3 K,,265,0.0006440598589953311,0.0013069209886233048,0.0009174613603039465,0.0009174510901971908
2022-07-31,0.000531,0.000699,0.000438,0.000676,170.4 K,,266,0.0006543749016412213,0.0013278521886417117,0.0009321551079817694,0.000932144829416476
2022-08-01,0.000676,0.000871,0.000622,0.000871,222.8 K,,267,0.0006648155088335879,0.0013490381832089874,0.0009470277219839056,0.0009470174349849208
2022-08-02,0.000871,0.000973,0.000451,0.00072,271.6 K,,268,0.0006753827301867901,0.0013704811021939887,0.0009620806974828989,0.0009620704020749022
2022-08-03,0.00072,0.000839,0.00072,0.0008,244.7 K,,269,0.0006860776201160757,0.0013921830852074973,0.0009773155364901447,0.0009773052326976523
2022-08-04,0.0008,0.0008,0.000615,0.000705,180.4 K,,270,0.0006969012378415035,0.0014141462816101773,0.0009927337478614778,0.0009927234357088432
2022-08-05,0.000705,0.000706,0.000614,0.000614,149.9 K,,271,0.0007078546473918549,0.0014363728505205136,0.0010083368473027432,0.0010083265268141588
2022-08-06,0.000614,0.0007,0.00061,0.000695,149.4 K,,272,0.0007189389176085326,0.0014588649608227226,0.0010241263573753517,0.001024116028574851
2022-08-07,0.000695,0.000695,0.000601,0.00061,140.1 K,,273,0.0007301551221494496,0.0014816247911746446,0.0010401038075018186,0.0010400934704132775
2022-08-08,0.00061,0.000643,0.000516,0.0006,141.3 K,,274,0.0007415043394929062,0.0015046545300156091,0.0010562707339712854,0.0010562603886184246
2022-08-09,0.0006,0.000674,0.000599,0.000674,157.4 K,,275,0.0007529876529414558,0.001527956375574282,0.0010726286799450297,0.001072618326351415
2022-08-10,0.000674,0.000731,0.000636,0.000649,160.9 K,,276,0.0007646061506257603,0.0015515325358764858,0.001089179195461954,0.0010891688336509989
2022-08-11,0.000649,0.000747,0.000641,0.000695,160.1 K,,277,0.0007763609255084339,0.0015753852287530025,0.0011059238374440629,0.001105913467439029
2022-08-12,0.000695,0.000765,0.000674,0.00076,168.3 K,,278,0.0007882530753878762,0.001599516681847349,0.0011228641697019232,0.0011228537915259228
2022-08-13,0.00076,0.00095,0.000731,0.00095,180.4 K,,279,0.0008002837029020941,0.0016239291326235342,0.0011400017629401077,0.0011399913766161052
2022-08-14,0.00095,0.00119,0.0009,0.001138,300.4 K,,280,0.0008124539155325137,0.001648624828373794,0.0011573381947626255,0.0011573278003134387
2022-08-15,0.001138,0.001442,0.001088,0.001305,324.5 K,,281,0.0008247648256077817,0.0016736060262263035,0.001174875049678337,0.001174864647126638
2022-08-16,0.001305,0.001463,0.001224,0.001392,435 K,,282,0.0008372175503075537,0.0016988749931528665,0.0011926139191063515,0.0011926035084746682
2022-08-17,0.001392,0.002433,0.001392,0.002433,551.9 K,,283,0.0008498132116662756,0.001724434005976587,0.0012105564013814107,0.0012105459826921299
2022-08-18,0.002433,0.003154,0.002203,0.002999,693.5 K,,284,0.000862552936576952,0.0017502853513795163,0.00122870410175926,0.0012286936750346268
2022-08-19,0.002999,0.003732,0.002902,0.003208,985.4 K,,285,0.000875437856794905,0.00177643132591028,0.0012470586324220018,0.0012470481976841216
2022-08-20,0.003208,0.003513,0.002001,0.002406,911.8 K,,286,0.0008884691089415217,0.0018028742359916853,0.0012656216124834335,0.0012656111697542738
2022-08-21,0.002406,0.002701,0.001788,0.002198,635.3 K,,287,0.0009016478345079936,0.0018296163979283036,0.0012843946679943737,0.0012843842172957651
2022-08-22,0.002198,0.002474,0.001991,0.002417,569 K,,288,0.0009149751798590433,0.0018566601379140374,0.0013033794319479725,0.0013033689733016097
2022-08-23,0.002417,0.002904,0.002301,0.002445,597.5 K,,289,0.0009284522962366423,0.0018840077920396622,0.0013225775442850063,0.0013225670777124502
2022-08-24,0.002445,0.00306,0.002423,0.002902,683.2 K,,290,0.0009420803397637188,0.001911661706300351,0.00134199065189916,0.0013419801774218379
2022-08-25,0.002902,0.0036,0.002788,0.003465,822 K,,291,0.0009558604714478546,0.0019396242366031759,0.0013616204086422928,0.0013616099262815015
2022-08-26,0.003465,0.003465,0.002965,0.00313,847 K,,292,0.0009697938571849731,0.0019678977487745915,0.0013814684753296921,0.0013814579851065968
2022-08-27,0.00313,0.00313,0.002548,0.002548,694.5 K,,293,0.0009838816677630164,0.0019964846185678967,0.0014015365197453116,0.0014015260216809489
2022-08-28,0.002548,0.00281,0.002327,0.00274,654.2 K,,294,0.000998125078865613,0.002025387231670678,0.0014218262166469956,0.001421815710762274
2022-08-29,0.00274,0.002751,0.002326,0.002326,628.4 K,,295,0.001012525271075736,0.00205460798371223,0.0014423392477716905,0.0014423287340873919
2022-08-30,0.002326,0.002777,0.002326,0.002587,620.2 K,,296,0.001027083429879351,0.002084149280270961,0.0014630773018406403,0.0014630667803774207
2022-08-31,0.002587,0.002904,0.002561,0.002904,612.4 K,,297,0.0010418007456690537,0.0021140135368817726,0.00148404207456457,0.0014840315453429624
2022-09-01,0.002904,0.002904,0.002627,0.002694,681.7 K,,298,0.0010566784137477005,0.0021442031790434267,0.001505235268648856,0.001505224731689268
2022-09-02,0.002694,0.002952,0.0026,0.002935,635.7 K,,299,0.001071717634332026,0.002174720642225887,0.0015266585937986795,0.0015266480491213982
2022-09-03,0.002935,0.002953,0.002532,0.002739,694.1 K,,300,0.0010869196125562533,0.0022055683718776448,0.0015483137667241696,0.0015483032143493614
2022-09-04,0.002739,0.002739,0.002576,0.002682,653 K,,301,0.0011022855584756953,0.0022367488234330255,0.0015702025111455327,0.0015701919510932435
2022-09-05,0.002682,0.002814,0.002534,0.002814,632.6 K,,302,0.0011178166870703433,0.002268264462319473,0.0015923265577981662,0.0015923159900883231
2022-09-06,0.002814,0.002814,0.0026,0.002738,634 K,,303,0.0011335142182484507,0.002300117763964819,0.0016146876444377615,0.0016146770690901745
2022-09-07,0.002738,0.002832,0.002643,0.0028,675.9 K,,304,0.0011493793768501041,0.002332311213804531,0.0016372875158453914,0.0016372769328797535
2022-09-08,0.0028,0.003455,0.002668,0.003455,693.3 K,,305,0.0011654133926507866,0.0023648473072889436,0.0016601279238325872,0.0016601173332684766
2022-09-09,0.003455,0.004415,0.003204,0.004198,1.1 m,,306,0.0011816175003649314,0.0023977285498904674,0.0016832106272463994,0.0016832000291032796
2022-09-10,0.004198,0.00491,0.004076,0.004807,1.5 m,,307,0.0011979929396494667,0.0024309574571107838,0.0017065373919744485,0.0017065267862716692
2022-09-11,0.004807,0.004807,0.004203,0.004599,1.3 m,,308,0.0012145409551073516,0.0024645365544880187,0.0017301099909499604,0.00173009937770676
2022-09-12,0.004599,0.0047,0.00437,0.004439,1.1 m,,309,0.0012312627962911017,0.0024984683776038993,0.0017539302041567908,0.001753919583392296
2022-09-13,0.004439,0.004479,0.003979,0.004046,1 m,,310,0.0012481597177063082,0.002532755472090892,0.0017779998186344362,0.0017779891903676633
2022-09-14,0.004046,0.004046,0.00358,0.003911,971 K,,311,0.0012652329788151453,0.0025674003936393204,0.001802320628483031,0.0018023099927328868
2022-09-15,0.003911,0.00413,0.003505,0.003977,949 K,,312,0.001282483844039871,0.002602405708004471,0.0018268944348683342,0.001826883791653617
2022-09-16,0.003977,0.004076,0.003647,0.003749,972.9 K,,313,0.0012999135827663176,0.0026377739910136725,0.0018517230460267015,0.001851712395366103
2022-09-17,0.003749,0.004277,0.003442,0.004197,995.6 K,,314,0.0013175234693473738,0.002673507828573366,0.0018768082772700465,0.0018767976191821517
2022-09-18,0.004197,0.0049,0.003961,0.004892,1.1 m,,315,0.0013353147831064588,0.0027096098166761507,0.001902151950990788,0.0019021412854940763
2022-09-19,0.004892,0.004892,0.004492,0.004778,1.2 m,,316,0.0013532888083409875,0.002746082561407818,0.001927755896666787,0.001927745223779634
2022-09-20,0.004778,0.004778,0.00415,0.004292,1.1 m,,317,0.0013714468343258256,0.002782928678954362,0.0019536219508662694,0.0019536112706069453
2022-09-21,0.004292,0.00463,0.004286,0.004388,1.1 m,,318,0.0013897901553167385,0.0028201507956089763,0.001979751957252736,0.00197974126963941
2022-09-22,0.004388,0.004509,0.004118,0.004445,1.1 m,,319,0.00140832007055383,0.0028577515477790335,0.0020061477665898643,0.002006137071640603
2022-09-23,0.004446,0.004627,0.004144,0.00427,641.5 K,,320,0.0014270378842649726,0.002895733581993047,0.0020328112367463944,0.0020328005344791636
2022-09-24,0.004269,0.004642,0.003956,0.004044,8.5 K,,321,0.001445944905669231,0.0029340995549076154,0.0020597442327010026,0.002059733523133669
2022-09-25,0.004053,0.004411,0.003773,0.003788,8.7 K,,322,0.0014650424489802752,0.0029728521333143485,0.002086948626547167,0.0020869379096974967
2022-09-26,0.003788,0.004013,0.003561,0.003764,8.4 K,,323,0.001484331833409786,0.003011993994146781,0.0021144262974980175,0.0021144155733836788
2022-09-27,0.003572,0.004987,0.003564,0.004808,14.8 K,,324,0.001503814383170853,0.0030515278244872632,0.0021421791318911748,0.0021421684005297394
2022-09-28,0.004808,0.005059,0.003806,0.004205,28.6 K,,325,0.0015234914274813635,0.0030914563215738416,0.002170209023193581,0.002170198284602522
2022-09-29,0.004205,0.004219,0.003535,0.003882,20.1 K,,326,0.0015433643005673826,0.003131782192807114,0.00219851787200631,0.0021985071262030074
2022-09-30,0.003881,0.003901,0.00272,0.002741,9.4 K,,327,0.001563434341666527,0.0031725081557570796,0.0022271075860693795,0.0022270968330711156
2022-10-01,0.002741,0.003159,0.002707,0.003112,14.2 K,,328,0.0015837028950313294,0.003213636938169964,0.0022559800802665372,0.002255969320090502
2022-10-02,0.003106,0.003493,0.002907,0.003089,7.5 K,,329,0.0016041713099325952,0.003255171277975029,0.002285137276630046,0.002285126509293336
2022-10-03,0.003089,0.003284,0.002653,0.002664,5.1 K,,330,0.0016248409406627504,0.003297113923291369,0.002314581104345454,0.0023145703298650716
2022-10-04,0.002664,0.003072,0.002128,0.002157,6.2 K,,331,0.0016457131465391827,0.0033394676324346893,0.0023443134997563507,0.002344302718149209
2022-10-05,0.002159,0.002787,0.002005,0.002034,7.9 K,,332,0.0016667892919075748,0.00338223517392407,0.002374336406369118,0.0023743256176520363
2022-10-06,0.002034,0.002789,0.001982,0.00262,5.6 K,,333,0.0016880707461452286,0.003425419326488712,0.002404651774857663,0.0024046409790473722
2022-10-07,0.002621,0.002634,0.002016,0.002193,7.1 K,,334,0.001709558883664382,0.0034690228790746663,0.0024352615630681466,0.002435250760181287
2022-10-08,0.002193,0.002592,0.002132,0.002344,3.4 K,,335,0.001731255083915518,0.003513048630851551,0.002466167736023692,0.0024661569260768165
2022-10-09,0.002345,0.002703,0.002315,0.002329,2.9 K,,336,0.0017531607313906671,0.00355749939121925,0.0024973722659290946,0.0024973614489386666
2022-10-10,0.002329,0.002925,0.00232,0.002721,4 K,,337,0.0017752772156267,0.0036023779798145957,0.002528877132175507,0.002528866308157904
2022-10-11,0.002721,0.002926,0.002292,0.002297,4.9 K,,338,0.0017976059312086138,0.0036476872265180376,0.0025606843213451264,0.002560673490316638
2022-10-12,0.002297,0.002676,0.002265,0.002285,4.6 K,,339,0.0018201482777728112,0.0036934299714602953,0.0025927958272158585,0.002592784989192689
2022-10-13,0.002285,0.002494,0.002099,0.00249,2.4 K,,340,0.0018429056600103696,0.0037396090650289944,0.0026252136507659805,0.0026252028057642506
2022-10-14,0.00249,0.002491,0.001834,0.001938,2.5 K,,341,0.0018658794876703069,0.0037862273678752893,0.0026579398001787906,0.0026579289482145324
2022-10-15,0.001939,0.002353,0.001924,0.00211,3.5 K,,342,0.0018890711755628344,0.0038332877509204702,0.002690976290847241,0.0026909654319364072
2022-10-16,0.00211,0.002304,0.002092,0.002097,3.3 K,,343,0.0019124821435626072,0.0038807930953625516,0.0027243251453785704,0.0027243142795370283
2022-10-17,0.002097,0.002316,0.002097,0.002119,1.2 K,,344,0.0019361138166119642,0.003928746292682852,0.0027579883935989168,0.002757977520842452
2022-10-18,0.002119,0.002342,0.001948,0.001956,2.1 K,,345,0.0019599676247241613,0.003977150244652555,0.002791968072557925,0.002791957192902241
2022-10-19,0.001954,0.00236,0.001918,0.001935,3 K,,346,0.0019840450029865973,0.004026007863339249,0.002826266226533342,0.0028262553399940613
2022-10-20,0.001935,0.002125,0.001719,0.001721,4.3 K,,347,0.0020083473915640335,0.004075322071113469,0.002860884907035602,0.0028608740136282667
2022-10-21,0.001721,0.001918,0.001518,0.001523,4.1 K,,348,0.0020328762357018056,0.0041250958006552076,0.0028958261728124013,0.002895815272552474
2022-10-22,0.001524,0.001727,0.001318,0.001533,3.9 K,,349,0.002057632985729026,0.004175331994960417,0.0029310920898532626,0.002931081182756126
2022-10-23,0.001533,0.001922,0.001531,0.001537,4.5 K,,350,0.0020826190970617813,0.004226033607347494,0.0029666847313940888,0.0029666738174750477
2022-10-24,0.001537,0.001763,0.001529,0.001761,2.8 K,,351,0.0021078360302063245,0.004277203601463759,0.003002606177921707,0.0030025952571959883
2022-10-25,0.001761,0.001937,0.001535,0.00174,1.4 K,,352,0.002133285250762254,0.004328844951291911,0.0030388585171784023,0.0030388475896611557
2022-10-26,0.00174,0.00201,0.001541,0.001808,1.9 K,,353,0.0021589682294256922,0.00438096064115647,0.0030754438441664427,0.0030754329098727413
2022-10-27,0.001808,0.002095,0.001614,0.001869,3.9 K,,354,0.002184886441992453,0.004433553665730209,0.0031123642611525907,0.0031123533200974308
2022-10-28,0.001869,0.002085,0.00162,0.001827,4.3 K,,355,0.0022110413693612026,0.0044866270300405655,0.003149621877672607,0.0031496109298709096
2022-10-29,0.001826,0.002072,0.001606,0.001855,2.7 K,,356,0.0022374344975366143,0.004540183749476051,0.0031872188105357456,0.0031872078560023576
2022-10-30,0.001855,0.002087,0.001653,0.001665,2.2 K,,357,0.0022640673176325178,0.004594226849792628,0.0032251571838292363,0.0032251462225789296
2022-10-31,0.001665,0.002084,0.001642,0.001855,1.6 K,,358,0.002290941325875038,0.004648759367120088,0.0032634391289227595,0.003263428160970233
2022-11-01,0.001856,0.00208,0.001823,0.001846,1.4 K,,359,0.0023180580236057276,0.004703784347968413,0.0033020667844729096,0.0033020558098327867
2022-11-02,0.001845,0.002868,0.001841,0.002663,6.7 K,,360,0.0023454189172846976,0.0047593048492341125,0.0033410422964276474,0.003341031315114483
2022-11-03,0.002663,0.003066,0.002446,0.002621,10 K,,361,0.002373025518493735,0.004815323938206564,0.00338036781803075,0.0033803568300590225
2022-11-04,0.002621,0.003444,0.002435,0.00303,11.7 K,,362,0.002400879343939415,0.004871844692574324,0.0034200455098262377,0.0034200345152103594
2022-11-05,0.003031,0.004655,0.003029,0.00402,11.6 K,,363,0.002428981915456211,0.0049288702004314355,0.0034600775396628086,0.003460066538417115
2022-11-06,0.004231,0.0045,0.003409,0.003831,33.7 K,,364,0.002457334760009591,0.004986403560283714,0.003500466082698246,0.0035004550748370055
2022-11-07,0.003832,0.00446,0.003822,0.00419,18.8 K,,365,0.0024859394096991136,0.005044447881055031,0.003541213321403829,0.003541202306941241
2022-11-08,0.004181,0.004422,0.003713,0.003907,19.6 K,,366,0.002514797401761511,0.005103006282093567,0.003582321445568728,0.0035823104245189205
2022-11-09,0.003913,0.004353,0.003429,0.003703,10 K,,367,0.002543910278573773,0.005162081893178073,0.003623792652304394,0.0036237816246814268
2022-11-10,0.003703,0.003941,0.003118,0.003629,13.4 K,,368,0.0025732795876562166,0.005221677854524096,0.0036656291460489313,0.0036656181118667965
2022-11-11,0.003656,0.004814,0.003358,0.004039,14.6 K,,369,0.002602906881675556,0.005281797316790209,0.0037078331385714727,0.0037078220978440943
2022-11-12,0.004047,0.004728,0.003949,0.004111,20.5 K,,370,0.002632793718447959,0.005342443441084218,0.0037504068489765327,0.003750395801717767
2022-11-13,0.00409,0.004227,0.003858,0.003862,6.9 K,,371,0.002662941660942105,0.0054036193989693585,0.0037933525037083626,0.0037933414499320005
2022-11-14,0.003864,0.004777,0.003802,0.004573,6.3 K,,372,0.0026933522772822293,0.005465328372470481,0.0038366723365552877,0.0038366612762750513
2022-11-15,0.004573,0.007231,0.004485,0.006484,26.4 K,,373,0.0027240271407511633,0.005527573554080215,0.0038803685886540386,0.0038803575218835894
2022-11-16,0.006479,0.007187,0.005223,0.006079,53.5 K,,374,0.0027549678297933734,0.005590358146765138,0.00392444350849408,0.003924432435247008
2022-11-17,0.005747,0.00685,0.005583,0.006494,30.2 K,,375,0.002786175928017983,0.005653685363971909,0.003968899351921914,0.003968888272211748
2022-11-18,0.006494,0.006769,0.00616,0.006175,23.1 K,,376,0.0028176530242017984,0.005717558429633407,0.004013738382145394,0.004013727295985599
2022-11-19,0.006175,0.006601,0.005862,0.006349,19.8 K,,377,0.002849400712292323,0.005781980578174841,0.004058962869738013,0.004058951777141989
2022-11-20,0.006012,0.006824,0.005995,0.006687,9.2 K,,378,0.002881420591410767,0.005846955054519871,0.004104575092643195,0.004104563993624278
2022-11-21,0.006687,0.008595,0.006682,0.007809,26.2 K,,379,0.002913714265855049,0.005912485114096688,0.004150577336178572,0.004150566230750036
2022-11-22,0.007655,0.007655,0.006291,0.006481,51.4 K,,380,0.0029462833451027928,0.005978574022844098,0.0041969718930402475,0.004196960781215306
2022-11-23,0.006465,0.007931,0.006272,0.007269,21.8 K,,381,0.0029791294438143196,0.006045225057217595,0.004243761063307066,0.004243749945098867
2022-11-24,0.0073,0.00793,0.007075,0.007314,24.3 K,,382,0.003012254181835631,0.006112441504195412,0.0042909471544448526,0.004290936029866485
2022-11-25,0.007314,0.007819,0.007089,0.007633,14.9 K,,383,0.003045659184201386,0.006180226661284565,0.004338532481310666,0.004338521350375154
