date,open,high,low,close,volume
06/15/2015,232.402000,234.858000,232.004000,233.554000,13.4 m
06/16/2015,233.543000,237.836000,233.422000,236.861000,15 m
06/17/2015,236.823000,251.742000,236.122000,250.431000,27.7 m
06/18/2015,250.895000,256.853000,246.476000,248.922000,48.2 m
06/19/2015,249.284000,252.108000,244.127000,248.873000,36.4 m
06/20/2015,249.007000,250.977000,243.787000,244.519000,25.7 m
06/21/2015,244.606000,245.828000,240.627000,245.230000,24.2 m
06/22/2015,245.212000,245.224000,241.882000,243.946000,14.1 m
06/23/2015,243.944000,247.917000,243.779000,246.998000,14.8 m
06/24/2015,246.990000,247.304000,243.133000,244.346000,16.2 m
06/25/2015,244.296000,244.341000,240.525000,240.525000,16.1 m
06/26/2015,240.515000,243.332000,240.365000,242.694000,17.5 m
06/27/2015,242.799000,243.749000,241.553000,243.599000,13.4 m
06/28/2015,243.594000,251.339000,243.117000,251.083000,15.3 m
06/29/2015,250.990000,251.172000,247.434000,248.987000,20.2 m
06/30/2015,249.011000,257.173000,248.581000,257.022000,22.2 m
07/01/2015,257.064000,267.867000,255.946000,263.107000,44.2 m
07/02/2015,263.072000,265.172000,255.774000,258.651000,34.1 m
07/03/2015,258.621000,261.631000,254.116000,255.499000,24.8 m
07/04/2015,255.412000,257.077000,253.505000,256.212000,19.8 m
07/05/2015,256.336000,261.457000,254.200000,260.974000,16 m
07/06/2015,260.886000,274.506000,258.701000,271.818000,24.1 m
07/07/2015,271.913000,277.422000,267.600000,269.045000,51.1 m
07/08/2015,269.030000,271.341000,264.832000,266.683000,41.5 m
07/09/2015,266.207000,272.971000,264.386000,270.596000,31.3 m
07/10/2015,270.785000,272.335000,267.086000,269.460000,39.3 m
07/11/2015,269.228000,294.591000,268.802000,285.113000,69.4 m
07/12/2015,284.894000,298.506000,283.530000,293.156000,74.9 m
07/13/2015,293.115000,314.394000,292.505000,311.024000,50.2 m
07/14/2015,310.867000,310.948000,281.011000,292.307000,59 m
07/15/2015,292.054000,296.147000,286.638000,287.760000,41.1 m
07/16/2015,287.464000,293.248000,285.367000,286.083000,27.3 m
07/17/2015,285.829000,291.183000,275.240000,278.088000,39.5 m
07/18/2015,278.089000,280.280000,272.043000,279.544000,39.5 m
07/19/2015,279.472000,282.527000,274.075000,274.724000,25.8 m
07/20/2015,274.901000,275.670000,272.513000,273.469000,19.5 m
07/21/2015,273.614000,278.400000,272.960000,278.400000,19.5 m
07/22/2015,278.981000,280.547000,275.419000,276.232000,22.7 m
07/23/2015,275.833000,277.666000,274.381000,277.259000,21.3 m
07/24/2015,277.222000,278.111000,275.716000,276.060000,18.2 m
07/25/2015,276.049000,289.253000,275.254000,288.404000,26.7 m
07/26/2015,288.278000,290.733000,286.002000,288.756000,31.2 m
07/27/2015,288.697000,293.052000,287.706000,292.627000,17.2 m
07/28/2015,292.686000,297.774000,287.450000,293.647000,20.6 m
07/29/2015,293.624000,296.649000,293.423000,294.411000,31.3 m
07/30/2015,294.427000,294.536000,288.777000,289.591000,24.2 m
07/31/2015,289.590000,290.126000,286.568000,287.861000,23.2 m
08/01/2015,287.722000,288.959000,282.344000,284.501000,22.9 m
08/02/2015,284.650000,284.932000,278.112000,282.013000,21.1 m
08/03/2015,281.601000,283.032000,277.529000,282.624000,18.4 m
08/04/2015,282.614000,285.471000,280.233000,281.630000,18.6 m
08/05/2015,281.227000,285.715000,281.225000,285.295000,22 m
08/06/2015,285.218000,285.501000,281.488000,281.866000,20.3 m
08/07/2015,281.882000,281.906000,278.403000,278.663000,19.9 m
08/08/2015,278.577000,280.392000,276.366000,279.406000,28 m
08/09/2015,279.585000,279.928000,260.710000,260.769000,44.1 m
08/10/2015,260.997000,267.003000,260.468000,265.024000,50.5 m
08/11/2015,265.083000,267.032000,262.596000,264.404000,21.4 m
08/12/2015,264.470000,270.288000,264.094000,270.288000,22.3 m
08/13/2015,270.386000,270.673000,265.469000,266.358000,27 m
08/14/2015,266.376000,266.376000,262.841000,263.978000,26.1 m
08/15/2015,264.080000,267.466000,261.478000,265.781000,28.3 m
08/16/2015,265.680000,266.667000,261.296000,261.495000,21.4 m
08/17/2015,261.551000,262.440000,257.041000,258.514000,26.1 m
08/18/2015,258.507000,260.505000,257.117000,257.953000,24.5 m
08/19/2015,257.976000,257.993000,213.158000,213.158000,24.2 m
08/20/2015,211.079000,237.409000,211.079000,226.722000,73.7 m
08/21/2015,226.684000,237.365000,226.684000,235.415000,40.2 m
08/22/2015,235.350000,236.432000,231.724000,232.759000,26.4 m
08/23/2015,232.569000,234.957000,222.704000,230.484000,21.3 m
08/24/2015,230.390000,232.705000,225.580000,228.383000,22.7 m
08/25/2015,228.169000,228.169000,210.443000,211.394000,37 m
08/26/2015,210.495000,226.321000,199.567000,221.676000,66.1 m
08/27/2015,221.609000,231.183000,220.204000,225.817000,43 m
08/28/2015,225.831000,228.643000,223.684000,224.557000,26.3 m
08/29/2015,224.769000,235.219000,220.926000,231.477000,26.3 m
08/30/2015,231.396000,233.222000,227.330000,229.794000,24.6 m
08/31/2015,229.780000,232.068000,226.247000,228.479000,18.5 m
09/01/2015,228.761000,231.956000,225.915000,230.180000,19.4 m
09/02/2015,230.056000,231.216000,226.860000,228.046000,21 m
09/03/2015,228.121000,230.577000,226.475000,229.229000,18.9 m
09/04/2015,229.284000,229.605000,226.667000,227.057000,18.3 m
09/05/2015,227.183000,230.900000,227.051000,230.390000,19.6 m
09/06/2015,230.298000,236.143000,229.443000,235.046000,17.7 m
09/07/2015,235.019000,242.912000,234.681000,239.945000,24.8 m
09/08/2015,239.840000,242.106000,238.722000,240.091000,20.9 m
09/09/2015,239.847000,245.781000,239.678000,243.618000,23.5 m
09/10/2015,243.607000,244.416000,237.821000,238.105000,23.7 m
09/11/2015,238.168000,241.293000,235.791000,238.596000,21.1 m
09/12/2015,238.477000,241.169000,238.329000,240.170000,19.5 m
09/13/2015,240.107000,240.124000,234.754000,235.184000,16.5 m
09/14/2015,235.229000,235.935000,229.332000,230.809000,16.9 m
09/15/2015,230.512000,232.440000,227.961000,230.656000,19.9 m
09/16/2015,230.644000,259.182000,229.822000,230.381000,19.3 m
09/17/2015,230.304000,231.215000,227.402000,229.063000,17.8 m
09/18/2015,229.091000,230.285000,228.926000,229.810000,18.5 m
09/19/2015,233.521000,234.353000,232.185000,233.025000,21.1 m
09/20/2015,232.975000,233.205000,231.089000,231.487000,15.1 m
09/21/2015,231.493000,232.365000,230.910000,231.151000,12.9 m
09/22/2015,231.212000,231.217000,226.521000,226.888000,15.9 m
09/23/2015,227.085000,232.386000,225.117000,230.586000,22.1 m
09/24/2015,230.618000,231.835000,229.591000,230.300000,19.5 m
09/25/2015,230.283000,235.649000,230.283000,234.536000,19.6 m
09/26/2015,234.529000,237.427000,233.684000,235.208000,24.2 m
09/27/2015,235.144000,235.403000,233.358000,234.384000,16 m
09/28/2015,234.340000,234.526000,232.476000,232.748000,12.8 m
09/29/2015,232.757000,239.339000,232.467000,239.167000,19.4 m
09/30/2015,239.142000,239.802000,235.928000,236.549000,22.9 m
10/01/2015,236.687000,237.734000,235.629000,236.083000,20.1 m
10/02/2015,236.060000,238.445000,235.616000,237.551000,18.2 m
10/03/2015,237.549000,238.541000,236.603000,237.319000,19.4 m
10/04/2015,237.293000,239.315000,236.944000,238.795000,17.7 m
10/05/2015,238.730000,238.968000,237.940000,238.199000,12.8 m
10/06/2015,238.259000,240.382000,237.035000,240.240000,15.9 m
10/07/2015,240.383000,246.935000,240.136000,246.044000,25.1 m
10/08/2015,246.063000,246.681000,242.585000,242.881000,24.3 m
10/09/2015,242.969000,244.251000,242.179000,242.402000,19.6 m
10/10/2015,242.304000,244.228000,242.122000,243.952000,18 m
10/11/2015,243.931000,245.319000,243.074000,244.885000,15.8 m
10/12/2015,244.941000,247.243000,244.152000,247.128000,12.5 m
10/13/2015,247.050000,247.454000,245.179000,245.323000,17.2 m
10/14/2015,245.308000,250.236000,243.757000,249.332000,23 m
10/15/2015,249.508000,254.275000,248.903000,252.077000,25.1 m
10/16/2015,251.989000,255.962000,251.989000,254.381000,26.1 m
10/17/2015,254.320000,266.135000,253.926000,262.606000,26.3 m
10/18/2015,262.869000,273.578000,262.367000,271.089000,41.4 m
10/19/2015,270.640000,271.668000,260.777000,261.688000,31.1 m
10/20/2015,261.643000,264.820000,260.951000,263.468000,24 m
10/21/2015,263.437000,270.835000,263.227000,269.461000,26.2 m
10/22/2015,269.463000,270.770000,263.839000,266.320000,28.1 m
10/23/2015,266.272000,276.510000,266.135000,273.877000,28.1 m
10/24/2015,274.023000,278.684000,273.543000,276.519000,34.1 m
10/25/2015,276.496000,281.706000,276.496000,281.706000,25.9 m
10/26/2015,281.654000,294.059000,281.445000,283.117000,35 m
10/27/2015,283.680000,285.288000,280.510000,285.288000,39.1 m
10/28/2015,285.300000,296.212000,285.008000,293.742000,35.8 m
10/29/2015,293.788000,306.331000,293.703000,304.859000,47.9 m
10/30/2015,304.618000,318.170000,301.823000,313.812000,53.2 m
10/31/2015,313.855000,334.169000,313.855000,328.017000,79.7 m
11/01/2015,328.015000,332.777000,309.251000,314.036000,54.4 m
11/02/2015,314.166000,327.472000,311.881000,325.732000,41.6 m
11/03/2015,325.431000,365.360000,323.209000,360.628000,53.6 m
11/04/2015,361.189000,417.900000,357.647000,401.146000,154.7 m
11/05/2015,403.417000,495.562000,380.548000,408.892000,252 m
11/06/2015,411.563000,447.561000,374.581000,387.637000,237.3 m
11/07/2015,386.354000,395.836000,354.025000,373.859000,131.1 m
11/08/2015,374.470000,390.586000,372.433000,386.924000,85.3 m
11/09/2015,386.482000,389.895000,368.700000,372.318000,46.5 m
11/10/2015,373.368000,385.278000,362.895000,381.337000,63.3 m
11/11/2015,380.257000,381.387000,329.108000,336.634000,67.1 m
11/12/2015,336.819000,340.585000,300.997000,310.995000,120.8 m
11/13/2015,311.084000,345.081000,311.084000,338.853000,84 m
11/14/2015,338.152000,340.914000,326.075000,336.248000,61.1 m
11/15/2015,336.753000,338.181000,329.970000,332.782000,41.6 m
11/16/2015,332.906000,334.662000,317.490000,320.231000,36.4 m
11/17/2015,320.166000,331.626000,315.905000,330.709000,45.9 m
11/18/2015,330.751000,338.350000,329.614000,335.036000,54.3 m
11/19/2015,335.094000,336.531000,330.640000,334.331000,43.1 m
11/20/2015,334.590000,335.334000,325.273000,326.053000,41 m
11/21/2015,326.149000,326.473000,312.217000,322.161000,52.5 m
11/22/2015,322.022000,328.159000,319.595000,326.648000,34.5 m
11/23/2015,326.927000,327.010000,321.259000,324.223000,22 m
11/24/2015,324.536000,325.118000,321.290000,323.006000,22.9 m
11/25/2015,323.046000,323.058000,318.118000,320.041000,27.7 m
11/26/2015,320.046000,329.134000,316.770000,328.389000,30.6 m
11/27/2015,328.206000,366.757000,328.206000,355.142000,71.5 m
11/28/2015,352.684000,363.589000,347.870000,358.425000,86.1 m
11/29/2015,358.042000,359.536000,352.172000,356.919000,45.9 m
11/30/2015,357.381000,371.939000,355.666000,371.419000,29.4 m
12/01/2015,371.294000,382.363000,370.383000,377.327000,61.6 m
12/02/2015,377.321000,378.931000,356.563000,362.387000,61.4 m
12/03/2015,362.488000,362.488000,349.465000,358.833000,56.7 m
12/04/2015,359.187000,370.275000,357.412000,361.126000,50.1 m
12/05/2015,361.046000,363.516000,355.757000,363.079000,39.8 m
12/06/2015,363.183000,389.785000,363.183000,388.868000,45.3 m
12/07/2015,388.949000,402.809000,387.089000,391.638000,80.1 m
12/08/2015,388.783000,399.969000,385.411000,395.685000,64.5 m
12/09/2015,395.536000,413.109000,389.950000,413.109000,50.4 m
12/10/2015,415.563000,423.120000,406.291000,417.255000,82.3 m
12/11/2015,417.563000,419.509000,411.548000,415.613000,66 m
12/12/2015,415.479000,451.693000,415.281000,450.679000,70 m
12/13/2015,451.938000,469.103000,410.741000,435.858000,142.5 m
12/14/2015,434.997000,441.680000,426.268000,434.394000,72.8 m
12/15/2015,433.755000,447.142000,430.456000,444.357000,87.6 m
12/16/2015,444.182000,464.614000,443.878000,464.106000,113.1 m
12/17/2015,465.321000,465.321000,443.851000,454.782000,94.1 m
12/18/2015,454.934000,457.860000,448.858000,456.317000,72.6 m
12/19/2015,456.078000,465.177000,454.940000,463.668000,50.6 m
12/20/2015,463.616000,465.581000,456.765000,462.134000,48.8 m
12/21/2015,462.322000,462.645000,434.338000,442.363000,50.9 m
12/22/2015,442.685000,444.729000,427.312000,438.556000,88.1 m
12/23/2015,438.639000,443.688000,435.516000,437.281000,57.4 m
12/24/2015,436.572000,444.529000,436.572000,442.111000,46.7 m
12/25/2015,442.401000,458.456000,442.401000,455.101000,53.9 m
12/26/2015,454.985000,458.305000,452.075000,455.525000,44.3 m
12/27/2015,455.653000,457.489000,405.760000,417.869000,69.6 m
12/28/2015,417.274000,424.007000,408.883000,422.223000,88 m
12/29/2015,422.823000,429.769000,418.481000,422.344000,47.6 m
12/30/2015,422.279000,432.343000,420.627000,432.343000,45.7 m
12/31/2015,432.983000,434.387000,422.084000,426.371000,50.8 m
01/01/2016,426.620000,432.921000,418.735000,430.538000,43.4 m
01/02/2016,430.567000,436.246000,427.515000,433.973000,40.2 m
01/03/2016,434.334000,436.062000,431.870000,433.307000,31.7 m
01/04/2016,433.438000,433.743000,424.706000,429.880000,31.2 m
01/05/2016,430.011000,434.517000,429.084000,433.122000,37.2 m
01/06/2016,433.091000,434.182000,429.676000,431.945000,36.7 m
01/07/2016,431.960000,431.960000,426.341000,430.231000,33.6 m
01/08/2016,429.105000,458.766000,429.077000,458.655000,63.2 m
01/09/2016,458.048000,462.934000,447.938000,453.353000,68.6 m
01/10/2016,453.230000,454.640000,446.889000,447.593000,40.8 m
01/11/2016,447.611000,448.309000,440.351000,447.700000,32.2 m
01/12/2016,447.991000,450.662000,443.855000,448.455000,37.8 m
01/13/2016,448.428000,448.428000,439.521000,439.521000,47 m
01/14/2016,435.690000,435.690000,424.443000,432.366000,147.3 m
01/15/2016,432.371000,433.324000,427.845000,430.364000,40.1 m
01/16/2016,430.306000,430.306000,365.662000,365.662000,88.8 m
01/17/2016,364.331000,390.557000,354.914000,387.700000,138.3 m
01/18/2016,387.536000,390.965000,380.092000,382.775000,70.9 m
01/19/2016,382.299000,388.104000,376.665000,386.955000,45.2 m
01/20/2016,387.168000,387.730000,378.972000,380.688000,43 m
01/21/2016,380.149000,425.267000,376.599000,421.780000,65.9 m
01/22/2016,420.230000,422.877000,406.300000,408.952000,102.8 m
01/23/2016,410.262000,410.410000,375.282000,382.146000,68.3 m
01/24/2016,382.492000,394.543000,381.981000,387.756000,74.3 m
01/25/2016,387.491000,405.485000,387.491000,403.198000,47.3 m
01/26/2016,402.971000,402.971000,388.554000,391.872000,53.5 m
01/27/2016,391.726000,397.766000,390.575000,392.410000,57.2 m
01/28/2016,392.153000,396.843000,391.782000,395.106000,54.5 m
01/29/2016,394.972000,395.502000,379.735000,380.316000,55.3 m
01/30/2016,380.289000,384.379000,365.452000,379.890000,71.9 m
01/31/2016,379.474000,380.917000,376.491000,378.179000,49.3 m
02/01/2016,378.255000,380.347000,367.835000,368.661000,29.8 m
02/02/2016,368.767000,378.072000,367.957000,372.942000,48.7 m
02/03/2016,373.056000,375.883000,372.920000,374.445000,43.4 m
02/04/2016,374.448000,374.950000,368.045000,369.989000,39.2 m
02/05/2016,369.949000,391.608000,369.949000,389.588000,49.7 m
02/06/2016,389.594000,391.094000,385.572000,386.187000,59.2 m
02/07/2016,386.549000,386.631000,372.387000,376.479000,50.3 m
02/08/2016,376.522000,380.871000,374.903000,376.569000,32 m
02/09/2016,376.620000,379.879000,373.334000,373.402000,39.4 m
02/10/2016,373.447000,377.246000,372.898000,376.070000,52.1 m
02/11/2016,376.029000,385.483000,375.783000,381.614000,68.7 m
02/12/2016,381.649000,383.130000,376.399000,379.581000,72.2 m
02/13/2016,379.654000,384.954000,379.600000,384.173000,76.8 m
02/14/2016,384.263000,391.212000,384.263000,390.819000,62 m
02/15/2016,391.860000,407.153000,391.860000,407.153000,64.3 m
02/16/2016,407.230000,410.381000,397.749000,400.364000,67.5 m
02/17/2016,400.185000,408.945000,400.185000,407.523000,63.6 m
02/18/2016,407.488000,421.167000,406.784000,416.309000,74.1 m
02/19/2016,416.322000,425.996000,415.638000,422.293000,79.2 m
02/20/2016,422.373000,423.104000,417.604000,420.796000,61.8 m
02/21/2016,420.785000,441.984000,420.785000,438.327000,60.8 m
02/22/2016,437.164000,448.046000,429.077000,438.674000,90.8 m
02/23/2016,438.798000,439.045000,432.917000,437.122000,85.3 m
02/24/2016,437.748000,439.858000,417.821000,420.495000,73.2 m
02/25/2016,420.736000,425.550000,413.907000,425.102000,69.3 m
02/26/2016,424.955000,427.719000,420.415000,424.580000,65.7 m
02/27/2016,424.544000,431.015000,421.620000,431.015000,59.1 m
02/28/2016,432.152000,434.231000,428.103000,432.600000,108.2 m
02/29/2016,432.519000,435.683000,423.820000,433.553000,46.8 m
03/01/2016,433.504000,441.507000,431.693000,438.156000,57.9 m
03/02/2016,437.697000,439.653000,432.319000,435.101000,62.2 m
03/03/2016,435.123000,435.917000,424.568000,424.568000,73.8 m
03/04/2016,423.989000,425.373000,419.411000,421.517000,89.8 m
03/05/2016,421.651000,425.178000,410.968000,411.326000,90.1 m
03/06/2016,410.939000,411.257000,394.035000,400.845000,111.9 m
03/07/2016,400.570000,411.907000,395.778000,407.607000,121.4 m
03/08/2016,407.707000,415.917000,406.309000,414.482000,85.9 m
03/09/2016,414.321000,416.243000,411.094000,414.047000,81.4 m
03/10/2016,413.972000,416.032000,411.606000,414.798000,64.6 m
03/11/2016,414.860000,417.512000,413.251000,417.123000,76.6 m
03/12/2016,417.131000,423.926000,417.013000,421.572000,81.7 m
03/13/2016,421.690000,421.795000,410.094000,411.796000,88.8 m
03/14/2016,411.624000,416.604000,411.624000,414.100000,75.5 m
03/15/2016,414.065000,416.684000,414.065000,416.381000,91.3 m
03/16/2016,416.438000,418.131000,414.985000,416.702000,77.7 m
03/17/2016,416.830000,417.686000,415.912000,417.078000,64.5 m
03/18/2016,417.011000,420.997000,417.011000,420.654000,74.2 m
03/19/2016,420.621000,420.621000,406.137000,409.636000,89.1 m
03/20/2016,409.548000,410.984000,407.230000,410.519000,87.4 m
03/21/2016,410.444000,414.625000,410.401000,414.010000,50.7 m
03/22/2016,413.755000,413.755000,410.381000,413.304000,51.6 m
03/23/2016,413.307000,418.375000,412.531000,418.018000,66.8 m
03/24/2016,418.089000,419.268000,417.364000,418.010000,57.7 m
03/25/2016,418.041000,418.680000,415.486000,416.386000,65 m
03/26/2016,416.394000,418.080000,415.558000,417.222000,56.7 m
03/27/2016,417.177000,418.987000,416.259000,417.932000,43.9 m
03/28/2016,417.945000,428.797000,417.711000,426.819000,45.1 m
03/29/2016,426.765000,426.857000,423.293000,424.103000,75.1 m
03/30/2016,424.231000,426.203000,412.681000,416.465000,65.8 m
03/31/2016,416.516000,416.834000,412.496000,414.867000,68.9 m
04/01/2016,414.816000,418.369000,414.816000,416.779000,59.8 m
04/02/2016,416.729000,418.173000,415.831000,417.822000,53.4 m
04/03/2016,417.960000,422.081000,417.960000,420.829000,47.5 m
04/04/2016,420.873000,421.580000,419.697000,420.861000,34 m
04/05/2016,420.904000,422.343000,419.601000,421.486000,40.7 m
04/06/2016,421.444000,424.257000,420.614000,423.994000,53.6 m
04/07/2016,424.030000,424.527000,422.729000,423.256000,59.3 m
04/08/2016,423.413000,423.657000,420.518000,422.649000,53.3 m
04/09/2016,422.745000,425.361000,419.635000,420.250000,56.8 m
04/10/2016,420.349000,420.891000,416.515000,419.342000,54 m
04/11/2016,419.411000,422.435000,419.257000,421.512000,55.5 m
04/12/2016,421.564000,422.739000,420.533000,422.376000,60.6 m
04/13/2016,422.483000,427.277000,422.483000,425.334000,56.6 m
04/14/2016,425.190000,426.658000,422.916000,423.764000,66.3 m
04/15/2016,423.734000,425.371000,423.013000,424.155000,55.2 m
04/16/2016,424.282000,429.928000,424.282000,429.751000,45.3 m
04/17/2016,429.713000,432.625000,428.984000,430.420000,43.8 m
04/18/2016,430.572000,431.371000,426.079000,427.268000,43.4 m
04/19/2016,427.399000,429.274000,427.086000,428.521000,49.5 m
04/20/2016,428.591000,436.020000,428.104000,435.553000,46 m
04/21/2016,435.509000,443.054000,434.406000,441.368000,61.9 m
04/22/2016,441.389000,450.548000,440.952000,449.306000,64.3 m
04/23/2016,449.425000,449.810000,444.150000,445.670000,64.6 m
04/24/2016,445.737000,450.223000,444.331000,450.146000,46.8 m
04/25/2016,450.282000,460.146000,448.928000,458.664000,55.7 m
04/26/2016,458.555000,466.620000,453.592000,462.298000,67.8 m
04/27/2016,461.426000,467.965000,461.426000,466.176000,86.9 m
04/28/2016,466.089000,467.079000,444.134000,444.134000,77 m
04/29/2016,444.687000,449.551000,436.650000,449.056000,92.6 m
04/30/2016,449.011000,455.384000,446.017000,455.225000,49.4 m
05/01/2016,455.097000,455.587000,447.697000,448.223000,51.6 m
05/02/2016,448.318000,452.479000,447.927000,451.683000,56.9 m
05/03/2016,451.875000,452.445000,441.776000,444.599000,62.7 m
05/04/2016,444.669000,451.097000,442.617000,450.318000,72.8 m
05/05/2016,450.304000,450.378000,445.630000,446.723000,53.8 m
05/06/2016,446.722000,448.506000,445.883000,447.985000,48.7 m
05/07/2016,447.976000,461.375000,447.068000,459.735000,54.2 m
05/08/2016,459.603000,460.675000,457.324000,458.424000,61.8 m
05/09/2016,458.536000,459.417000,455.983000,458.600000,37.2 m
05/10/2016,458.548000,462.481000,456.531000,460.451000,42.6 m
05/11/2016,460.483000,461.929000,448.954000,450.647000,56.4 m
05/12/2016,450.895000,454.576000,450.864000,452.667000,53.6 m
05/13/2016,452.728000,454.949000,449.250000,454.733000,52.7 m
05/14/2016,454.766000,457.055000,453.453000,455.677000,61 m
05/15/2016,455.670000,456.836000,454.786000,455.665000,49.9 m
05/16/2016,455.671000,458.692000,455.459000,457.657000,29.5 m
05/17/2016,457.568000,458.200000,452.945000,454.302000,35.9 m
05/18/2016,454.163000,455.072000,453.605000,453.813000,65.2 m
05/19/2016,453.783000,455.998000,453.299000,454.689000,75.9 m
05/20/2016,454.619000,454.633000,439.628000,439.628000,81.4 m
05/21/2016,438.715000,444.054000,437.389000,442.446000,99.4 m
05/22/2016,442.676000,443.778000,441.706000,443.230000,60.4 m
05/23/2016,443.188000,443.427000,439.035000,439.442000,35.1 m
05/24/2016,439.323000,444.345000,438.823000,444.280000,44.1 m
05/25/2016,444.155000,447.100000,443.930000,446.036000,54.1 m
05/26/2016,445.981000,450.298000,445.981000,449.538000,65.6 m
05/27/2016,449.599000,453.644000,447.896000,453.376000,62.4 m
05/28/2016,453.384000,478.149000,453.384000,473.730000,133.3 m
05/29/2016,473.464000,533.473000,472.699000,530.623000,148.4 m
05/30/2016,530.040000,553.960000,512.179000,525.580000,154.4 m
05/31/2016,526.233000,544.349000,522.963000,534.696000,128 m
06/01/2016,533.864000,546.618000,520.662000,531.433000,98.4 m
06/02/2016,531.386000,543.080000,525.636000,537.859000,123.6 m
06/03/2016,536.920000,540.352000,533.078000,538.017000,70.7 m
06/04/2016,537.972000,574.638000,536.920000,569.098000,82.5 m
06/05/2016,569.194000,590.132000,564.238000,573.180000,115.2 m
06/06/2016,572.727000,582.808000,569.178000,575.039000,80 m
06/07/2016,574.977000,586.470000,574.602000,585.485000,70.5 m
06/08/2016,585.537000,590.259000,567.514000,576.534000,81.5 m
06/09/2016,576.597000,582.839000,573.130000,581.799000,91.2 m
06/10/2016,581.645000,582.203000,570.951000,574.648000,68.4 m
06/11/2016,574.630000,579.127000,573.325000,577.568000,60.9 m
06/12/2016,577.470000,607.116000,577.470000,607.116000,57.1 m
06/13/2016,606.727000,684.844000,606.727000,672.285000,171.2 m
06/14/2016,672.784000,716.004000,664.487000,704.294000,246.8 m
06/15/2016,704.376000,704.504000,662.804000,685.823000,208.9 m
06/16/2016,685.559000,696.303000,672.561000,694.053000,142.1 m
06/17/2016,694.469000,773.722000,694.469000,766.150000,197.7 m
06/18/2016,766.308000,775.356000,716.556000,749.353000,301.3 m
06/19/2016,748.909000,777.990000,733.929000,756.483000,278.9 m
06/20/2016,756.227000,766.621000,745.628000,763.383000,217.5 m
06/21/2016,763.781000,764.084000,732.727000,737.320000,142.5 m
06/22/2016,737.226000,737.226000,639.070000,665.900000,226.1 m
06/23/2016,666.652000,678.670000,587.483000,588.221000,289.8 m
06/24/2016,596.116000,629.327000,558.139000,623.863000,277 m
06/25/2016,623.977000,681.727000,623.977000,666.945000,254.2 m
06/26/2016,665.299000,691.731000,646.559000,665.340000,152.6 m
06/27/2016,665.123000,665.980000,616.934000,630.061000,105.7 m
06/28/2016,629.367000,650.318000,620.524000,649.135000,117.5 m
06/29/2016,655.275000,659.248000,637.773000,647.113000,120.4 m
06/30/2016,644.122000,644.682000,628.284000,639.743000,144.7 m
07/01/2016,639.890000,675.403000,636.608000,674.039000,130.6 m
07/02/2016,673.337000,686.154000,669.594000,675.964000,142.5 m
07/03/2016,676.296000,703.288000,676.296000,703.288000,112.4 m
07/04/2016,703.702000,704.968000,649.009000,657.342000,120.3 m
07/05/2016,658.664000,683.349000,650.508000,683.349000,106.9 m
07/06/2016,683.662000,683.662000,665.066000,670.545000,102.7 m
07/07/2016,670.627000,681.898000,670.418000,677.032000,133.3 m
07/08/2016,677.331000,682.432000,611.834000,639.667000,189.2 m
07/09/2016,640.562000,666.707000,636.467000,666.707000,206.2 m
07/10/2016,666.523000,666.523000,633.399000,650.911000,154.9 m
07/11/2016,650.960000,652.294000,641.264000,649.727000,146.7 m
07/12/2016,649.360000,659.629000,644.980000,647.678000,101.2 m
07/13/2016,647.659000,675.259000,646.779000,664.547000,102.3 m
07/14/2016,664.551000,668.700000,655.672000,655.672000,133.5 m
07/15/2016,654.468000,662.902000,652.923000,657.787000,112.1 m
07/16/2016,658.078000,667.077000,658.078000,663.848000,76.6 m
07/17/2016,663.255000,666.460000,659.334000,662.211000,60.6 m
07/18/2016,660.767000,682.365000,660.767000,678.840000,50.8 m
07/19/2016,679.459000,681.555000,668.625000,673.396000,68.1 m
07/20/2016,673.106000,673.277000,667.632000,672.914000,62.4 m
07/21/2016,672.864000,672.929000,663.360000,665.816000,73.5 m
07/22/2016,665.685000,666.219000,660.415000,665.115000,82.1 m
07/23/2016,665.012000,666.583000,646.722000,650.521000,83.4 m
07/24/2016,650.619000,656.366000,648.524000,655.612000,119.2 m
07/25/2016,655.556000,663.110000,652.793000,661.208000,80.3 m
07/26/2016,661.285000,661.828000,653.395000,653.950000,99.6 m
07/27/2016,654.097000,656.225000,645.879000,652.123000,131.8 m
07/28/2016,651.784000,657.456000,648.447000,654.313000,203.7 m
07/29/2016,654.352000,657.595000,654.352000,655.114000,110.9 m
07/30/2016,655.035000,657.796000,654.786000,656.938000,74.6 m
07/31/2016,656.992000,658.223000,654.209000,655.060000,46.8 m
08/01/2016,655.047000,655.285000,624.365000,625.039000,72.5 m
08/02/2016,624.681000,626.119000,605.884000,605.969000,110.8 m
08/03/2016,606.272000,612.848000,531.334000,543.942000,196.9 m
08/04/2016,547.465000,573.360000,541.547000,566.426000,324.6 m
08/05/2016,566.355000,579.496000,565.777000,578.275000,160.5 m
08/06/2016,578.289000,578.289000,569.982000,575.236000,95.8 m
08/07/2016,575.043000,588.396000,569.469000,587.764000,69.3 m
08/08/2016,587.778000,597.513000,586.816000,592.632000,79.5 m
08/09/2016,592.690000,592.994000,588.047000,590.973000,70 m
08/10/2016,591.054000,591.091000,584.793000,588.025000,73.6 m
08/11/2016,587.801000,599.984000,586.371000,591.843000,91.1 m
08/12/2016,592.103000,597.542000,589.174000,589.360000,97.6 m
